Year,Geography,Age group,Sex,GeoCode,Value
2020,Canada,65 years and over,Males,,92.0
2020,Canada,65 years and over,Females,,90.6
2020,Newfoundland and Labrador,"Total, 12 years and over",Both sexes,10,94.4
2020,Newfoundland and Labrador,"Total, 12 years and over",Males,10,96.0
2020,Newfoundland and Labrador,"Total, 12 years and over",Females,10,92.9
2020,Newfoundland and Labrador,12 to 17 years,Both sexes,10,95.9
2020,Newfoundland and Labrador,12 to 17 years,Males,10,100.0
2020,Newfoundland and Labrador,12 to 17 years,Females,10,91.9
2020,Newfoundland and Labrador,18 to 34 years,Both sexes,10,97.4
2020,Newfoundland and Labrador,18 to 34 years,Males,10,97.9
2020,Newfoundland and Labrador,18 to 34 years,Females,10,96.8
2020,Newfoundland and Labrador,35 to 49 years,Both sexes,10,92.5
2020,Newfoundland and Labrador,35 to 49 years,Males,10,97.3
2020,Newfoundland and Labrador,35 to 49 years,Females,10,88.3
2020,Newfoundland and Labrador,50 to 64 years,Both sexes,10,95.8
2020,Newfoundland and Labrador,50 to 64 years,Males,10,95.3
2020,Newfoundland and Labrador,50 to 64 years,Females,10,96.3
2020,Newfoundland and Labrador,65 years and over,Both sexes,10,91.4
2020,Newfoundland and Labrador,65 years and over,Males,10,92.5
2020,Newfoundland and Labrador,65 years and over,Females,10,90.4
2020,Prince Edward Island,"Total, 12 years and over",Both sexes,11,96.5
2020,Prince Edward Island,"Total, 12 years and over",Males,11,98.4
2020,Prince Edward Island,"Total, 12 years and over",Females,11,94.7
2020,Prince Edward Island,12 to 17 years,Both sexes,11,100.0
2020,Prince Edward Island,12 to 17 years,Males,11,100.0
2020,Prince Edward Island,12 to 17 years,Females,11,100.0
2020,Prince Edward Island,18 to 34 years,Both sexes,11,100.0
2020,Prince Edward Island,18 to 34 years,Males,11,100.0
2020,Prince Edward Island,18 to 34 years,Females,11,100.0
2020,Prince Edward Island,35 to 49 years,Both sexes,11,92.2
2020,Prince Edward Island,35 to 49 years,Males,11,99.3
2020,Prince Edward Island,35 to 49 years,Females,11,85.1
2020,Prince Edward Island,50 to 64 years,Both sexes,11,97.3
2020,Prince Edward Island,50 to 64 years,Males,11,97.6
2020,Prince Edward Island,50 to 64 years,Females,11,97.0
2020,Prince Edward Island,65 years and over,Both sexes,11,94.3
2020,Prince Edward Island,65 years and over,Males,11,95.3
2020,Prince Edward Island,65 years and over,Females,11,93.5
2020,Nova Scotia,"Total, 12 years and over",Both sexes,12,91.7
2020,Nova Scotia,"Total, 12 years and over",Males,12,92.2
2020,Nova Scotia,"Total, 12 years and over",Females,12,91.1
2020,Nova Scotia,12 to 17 years,Both sexes,12,95.1
2020,Nova Scotia,12 to 17 years,Males,12,98.8
2020,Nova Scotia,12 to 17 years,Females,12,91.0
2020,Nova Scotia,18 to 34 years,Both sexes,12,95.3
2020,Nova Scotia,18 to 34 years,Males,12,98.1
2020,Nova Scotia,18 to 34 years,Females,12,92.8
2020,Nova Scotia,35 to 49 years,Both sexes,12,93.0
2020,Nova Scotia,35 to 49 years,Males,12,93.3
2020,Nova Scotia,35 to 49 years,Females,12,92.7
2020,Nova Scotia,50 to 64 years,Both sexes,12,87.4
2020,Nova Scotia,50 to 64 years,Males,12,85.4
2020,Nova Scotia,50 to 64 years,Females,12,89.3
2020,Nova Scotia,65 years and over,Both sexes,12,90.8
2020,Nova Scotia,65 years and over,Males,12,91.6
2020,Nova Scotia,65 years and over,Females,12,90.1
2020,New Brunswick,"Total, 12 years and over",Both sexes,13,91.3
2020,New Brunswick,"Total, 12 years and over",Males,13,89.9
2020,New Brunswick,"Total, 12 years and over",Females,13,92.6
2020,New Brunswick,12 to 17 years,Both sexes,13,98.7
2020,New Brunswick,12 to 17 years,Males,13,100.0
2020,New Brunswick,12 to 17 years,Females,13,97.4
2020,New Brunswick,18 to 34 years,Both sexes,13,83.9
2020,New Brunswick,18 to 34 years,Males,13,76.9
2020,New Brunswick,18 to 34 years,Females,13,91.3
2020,New Brunswick,35 to 49 years,Both sexes,13,95.2
2020,New Brunswick,35 to 49 years,Males,13,95.3
2020,New Brunswick,35 to 49 years,Females,13,95.1
2020,New Brunswick,50 to 64 years,Both sexes,13,91.9
2020,New Brunswick,50 to 64 years,Males,13,94.6
2020,New Brunswick,50 to 64 years,Females,13,89.3
2020,New Brunswick,65 years and over,Both sexes,13,91.7
2020,New Brunswick,65 years and over,Males,13,89.0
2020,New Brunswick,65 years and over,Females,13,93.9
2020,Quebec,"Total, 12 years and over",Both sexes,24,94.9
2020,Quebec,"Total, 12 years and over",Males,24,95.0
2020,Quebec,"Total, 12 years and over",Females,24,94.8
2020,Quebec,12 to 17 years,Both sexes,24,98.5
2020,Quebec,12 to 17 years,Males,24,98.3
2020,Quebec,12 to 17 years,Females,24,98.7
2020,Quebec,18 to 34 years,Both sexes,24,95.7
2020,Quebec,18 to 34 years,Males,24,97.0
2020,Quebec,18 to 34 years,Females,24,94.2
2020,Quebec,35 to 49 years,Both sexes,24,95.8
2020,Quebec,35 to 49 years,Males,24,96.8
2020,Quebec,35 to 49 years,Females,24,94.8
2020,Quebec,50 to 64 years,Both sexes,24,94.4
2020,Quebec,50 to 64 years,Males,24,92.5
2020,Quebec,50 to 64 years,Females,24,96.3
2020,Quebec,65 years and over,Both sexes,24,92.3
2020,Quebec,65 years and over,Males,24,92.2
2020,Quebec,65 years and over,Females,24,92.4
2020,Ontario,"Total, 12 years and over",Both sexes,35,92.8
2020,Ontario,"Total, 12 years and over",Males,35,93.1
2020,Ontario,"Total, 12 years and over",Females,35,92.6
2020,Ontario,12 to 17 years,Both sexes,35,96.9
2020,Ontario,12 to 17 years,Males,35,96.1
2020,Ontario,12 to 17 years,Females,35,97.8
2020,Ontario,18 to 34 years,Both sexes,35,94.5
2020,Ontario,18 to 34 years,Males,35,93.0
2020,Ontario,18 to 34 years,Females,35,96.0
2020,Ontario,35 to 49 years,Both sexes,35,92.6
2020,Ontario,35 to 49 years,Males,35,94.7
2020,Ontario,35 to 49 years,Females,35,90.6
2020,Ontario,50 to 64 years,Both sexes,35,91.3
2020,Ontario,50 to 64 years,Males,35,91.4
2020,Ontario,50 to 64 years,Females,35,91.3
2020,Ontario,65 years and over,Both sexes,35,91.0
2020,Ontario,65 years and over,Males,35,92.5
2020,Ontario,65 years and over,Females,35,89.9
2020,Manitoba,"Total, 12 years and over",Both sexes,46,90.0
2020,Manitoba,"Total, 12 years and over",Males,46,92.2
2020,Manitoba,"Total, 12 years and over",Females,46,88.0
2020,Manitoba,12 to 17 years,Both sexes,46,95.4
2020,Manitoba,12 to 17 years,Males,46,100.0
2020,Manitoba,12 to 17 years,Females,46,90.6
2020,Manitoba,18 to 34 years,Both sexes,46,91.1
2020,Manitoba,18 to 34 years,Males,46,95.7
2020,Manitoba,18 to 34 years,Females,46,86.2
2020,Manitoba,35 to 49 years,Both sexes,46,89.8
2020,Manitoba,35 to 49 years,Males,46,87.1
2020,Manitoba,35 to 49 years,Females,46,92.5
2020,Manitoba,50 to 64 years,Both sexes,46,89.2
2020,Manitoba,50 to 64 years,Males,46,91.3
2020,Manitoba,50 to 64 years,Females,46,87.1
2020,Manitoba,65 years and over,Both sexes,46,87.3
2020,Manitoba,65 years and over,Males,46,90.3
2020,Manitoba,65 years and over,Females,46,84.8
2020,Saskatchewan,"Total, 12 years and over",Both sexes,47,95.1
2020,Saskatchewan,"Total, 12 years and over",Males,47,95.2
2020,Saskatchewan,"Total, 12 years and over",Females,47,95.0
2020,Saskatchewan,12 to 17 years,Both sexes,47,99.9
2020,Saskatchewan,12 to 17 years,Males,47,100.0
2020,Saskatchewan,12 to 17 years,Females,47,99.8
2020,Saskatchewan,18 to 34 years,Both sexes,47,96.9
2020,Saskatchewan,18 to 34 years,Males,47,95.6
2020,Saskatchewan,18 to 34 years,Females,47,98.2
2020,Saskatchewan,35 to 49 years,Both sexes,47,96.8
2020,Saskatchewan,35 to 49 years,Males,47,98.6
2020,Saskatchewan,35 to 49 years,Females,47,95.0
2020,Saskatchewan,50 to 64 years,Both sexes,47,91.9
2020,Saskatchewan,50 to 64 years,Males,47,91.5
2020,Saskatchewan,50 to 64 years,Females,47,92.3
2020,Saskatchewan,65 years and over,Both sexes,47,92.0
2020,Saskatchewan,65 years and over,Males,47,92.2
2020,Saskatchewan,65 years and over,Females,47,91.9
2020,Alberta,"Total, 12 years and over",Both sexes,48,93.0
2020,Alberta,"Total, 12 years and over",Males,48,92.7
2020,Alberta,"Total, 12 years and over",Females,48,93.3
2020,Alberta,12 to 17 years,Both sexes,48,94.8
2020,Alberta,12 to 17 years,Males,48,96.2
2020,Alberta,12 to 17 years,Females,48,93.3
2020,Alberta,18 to 34 years,Both sexes,48,94.7
2020,Alberta,18 to 34 years,Males,48,92.9
2020,Alberta,18 to 34 years,Females,48,96.6
2020,Alberta,35 to 49 years,Both sexes,48,94.0
2020,Alberta,35 to 49 years,Males,48,92.9
2020,Alberta,35 to 49 years,Females,48,95.2
2020,Alberta,50 to 64 years,Both sexes,48,90.6
2020,Alberta,50 to 64 years,Males,48,91.3
2020,Alberta,50 to 64 years,Females,48,89.9
2020,Alberta,65 years and over,Both sexes,48,90.6
2020,Alberta,65 years and over,Males,48,92.0
2020,Alberta,65 years and over,Females,48,89.4
2020,British Columbia,"Total, 12 years and over",Both sexes,59,92.5
2020,British Columbia,"Total, 12 years and over",Males,59,92.7
2020,British Columbia,"Total, 12 years and over",Females,59,92.4
2020,British Columbia,12 to 17 years,Both sexes,59,97.2
2020,British Columbia,12 to 17 years,Males,59,99.4
2020,British Columbia,12 to 17 years,Females,59,95.0
2020,British Columbia,18 to 34 years,Both sexes,59,95.2
2020,British Columbia,18 to 34 years,Males,59,96.1
2020,British Columbia,18 to 34 years,Females,59,94.1
2020,British Columbia,35 to 49 years,Both sexes,59,93.4
2020,British Columbia,35 to 49 years,Males,59,94.6
2020,British Columbia,35 to 49 years,Females,59,92.3
2020,British Columbia,50 to 64 years,Both sexes,59,88.8
2020,British Columbia,50 to 64 years,Males,59,86.2
2020,British Columbia,50 to 64 years,Females,59,91.2
2020,British Columbia,65 years and over,Both sexes,59,90.9
2020,British Columbia,65 years and over,Males,59,90.9
2020,British Columbia,65 years and over,Females,59,90.9
2021,Canada,"Total, 12 years and over",Males,,92.3
2021,Canada,"Total, 12 years and over",Females,,92.1
2021,Canada,12 to 17 years,Both sexes,,95.0
2021,Canada,12 to 17 years,Males,,97.6
2021,Canada,12 to 17 years,Females,,92.4
2021,Canada,18 to 34 years,Both sexes,,93.6
2021,Canada,18 to 34 years,Males,,93.1
2021,Canada,18 to 34 years,Females,,94.1
2021,Canada,35 to 49 years,Both sexes,,92.4
2021,Canada,35 to 49 years,Males,,92.3
2021,Canada,35 to 49 years,Females,,92.5
2021,Canada,50 to 64 years,Both sexes,,90.8
2021,Canada,50 to 64 years,Males,,90.8
2021,Canada,50 to 64 years,Females,,90.7
2021,Canada,65 years and over,Both sexes,,90.9
2021,Canada,65 years and over,Males,,91.0
2021,Canada,65 years and over,Females,,90.9
2021,Newfoundland and Labrador,"Total, 12 years and over",Both sexes,10,92.1
2021,Newfoundland and Labrador,"Total, 12 years and over",Males,10,92.5
2021,Newfoundland and Labrador,"Total, 12 years and over",Females,10,91.7
2021,Newfoundland and Labrador,12 to 17 years,Both sexes,10,94.7
2021,Newfoundland and Labrador,12 to 17 years,Males,10,97.3
2021,Newfoundland and Labrador,12 to 17 years,Females,10,91.8
2021,Newfoundland and Labrador,18 to 34 years,Both sexes,10,93.3
2021,Newfoundland and Labrador,18 to 34 years,Males,10,92.4
2021,Newfoundland and Labrador,18 to 34 years,Females,10,94.3
2021,Newfoundland and Labrador,35 to 49 years,Both sexes,10,91.5
2021,Newfoundland and Labrador,35 to 49 years,Males,10,91.3
2021,Newfoundland and Labrador,35 to 49 years,Females,10,91.7
2021,Newfoundland and Labrador,50 to 64 years,Both sexes,10,91.9
2021,Newfoundland and Labrador,50 to 64 years,Males,10,93.4
2021,Newfoundland and Labrador,50 to 64 years,Females,10,90.5
2021,Newfoundland and Labrador,65 years and over,Both sexes,10,91.1
2021,Newfoundland and Labrador,65 years and over,Males,10,91.1
2021,Newfoundland and Labrador,65 years and over,Females,10,91.0
2021,Prince Edward Island,"Total, 12 years and over",Both sexes,11,93.1
2021,Prince Edward Island,"Total, 12 years and over",Males,11,92.4
2021,Prince Edward Island,"Total, 12 years and over",Females,11,93.8
2021,Prince Edward Island,12 to 17 years,Both sexes,11,95.9
2021,Prince Edward Island,12 to 17 years,Males,11,100.0
2021,Prince Edward Island,12 to 17 years,Females,11,91.8
2021,Prince Edward Island,18 to 34 years,Both sexes,11,92.4
2021,Prince Edward Island,18 to 34 years,Males,11,89.6
2021,Prince Edward Island,18 to 34 years,Females,11,95.5
2021,Prince Edward Island,35 to 49 years,Both sexes,11,92.5
2021,Prince Edward Island,35 to 49 years,Males,11,94.0
2021,Prince Edward Island,35 to 49 years,Females,11,91.2
2021,Prince Edward Island,50 to 64 years,Both sexes,11,95.6
2021,Prince Edward Island,50 to 64 years,Males,11,95.1
2021,Prince Edward Island,50 to 64 years,Females,11,96.0
2021,Prince Edward Island,65 years and over,Both sexes,11,90.9
2021,Prince Edward Island,65 years and over,Males,11,88.5
2021,Prince Edward Island,65 years and over,Females,11,92.8
2021,Nova Scotia,"Total, 12 years and over",Both sexes,12,92.4
2021,Nova Scotia,"Total, 12 years and over",Males,12,92.1
2021,Nova Scotia,"Total, 12 years and over",Females,12,92.7
2021,Nova Scotia,12 to 17 years,Both sexes,12,98.6
2021,Nova Scotia,12 to 17 years,Males,12,99.7
2021,Nova Scotia,12 to 17 years,Females,12,97.4
2021,Nova Scotia,18 to 34 years,Both sexes,12,93.8
2021,Nova Scotia,18 to 34 years,Males,12,96.7
2021,Nova Scotia,18 to 34 years,Females,12,91.0
2021,Nova Scotia,35 to 49 years,Both sexes,12,94.9
2021,Nova Scotia,35 to 49 years,Males,12,92.9
2021,Nova Scotia,35 to 49 years,Females,12,96.6
2021,Nova Scotia,50 to 64 years,Both sexes,12,88.6
2021,Nova Scotia,50 to 64 years,Males,12,86.0
2021,Nova Scotia,50 to 64 years,Females,12,91.0
2021,Nova Scotia,65 years and over,Both sexes,12,91.2
2021,Nova Scotia,65 years and over,Males,12,90.9
2021,Nova Scotia,65 years and over,Females,12,91.6
2021,New Brunswick,"Total, 12 years and over",Both sexes,13,92.2
2021,New Brunswick,"Total, 12 years and over",Males,13,91.6
2021,New Brunswick,"Total, 12 years and over",Females,13,92.8
2021,New Brunswick,12 to 17 years,Both sexes,13,97.6
2021,New Brunswick,12 to 17 years,Males,13,100.0
2021,New Brunswick,12 to 17 years,Females,13,95.1
2021,New Brunswick,18 to 34 years,Both sexes,13,94.0
2021,New Brunswick,18 to 34 years,Males,13,93.0
2021,New Brunswick,18 to 34 years,Females,13,95.0
2021,New Brunswick,35 to 49 years,Both sexes,13,93.6
2021,New Brunswick,35 to 49 years,Males,13,92.1
2021,New Brunswick,35 to 49 years,Females,13,95.2
2021,New Brunswick,50 to 64 years,Both sexes,13,91.1
2021,New Brunswick,50 to 64 years,Males,13,91.3
2021,New Brunswick,50 to 64 years,Females,13,90.9
2021,New Brunswick,65 years and over,Both sexes,13,89.0
2021,New Brunswick,65 years and over,Males,13,87.5
2021,New Brunswick,65 years and over,Females,13,90.3
2021,Quebec,"Total, 12 years and over",Both sexes,24,94.5
2021,Quebec,"Total, 12 years and over",Males,24,94.2
2021,Quebec,"Total, 12 years and over",Females,24,94.9
2021,Quebec,12 to 17 years,Both sexes,24,96.0
2021,Quebec,12 to 17 years,Males,24,98.3
2021,Quebec,12 to 17 years,Females,24,93.5
2021,Quebec,18 to 34 years,Both sexes,24,96.7
2021,Quebec,18 to 34 years,Males,24,96.4
2021,Quebec,18 to 34 years,Females,24,96.9
2021,Quebec,35 to 49 years,Both sexes,24,93.3
2021,Quebec,35 to 49 years,Males,24,92.6
2021,Quebec,35 to 49 years,Females,24,93.9
2021,Quebec,50 to 64 years,Both sexes,24,93.9
2021,Quebec,50 to 64 years,Males,24,92.5
2021,Quebec,50 to 64 years,Females,24,95.4
2021,Quebec,65 years and over,Both sexes,24,93.7
2021,Quebec,65 years and over,Males,24,93.7
2021,Quebec,65 years and over,Females,24,93.6
2021,Ontario,"Total, 12 years and over",Both sexes,35,91.3
2021,Ontario,"Total, 12 years and over",Males,35,91.6
2021,Ontario,"Total, 12 years and over",Females,35,90.9
2021,Ontario,12 to 17 years,Both sexes,35,94.0
2021,Ontario,12 to 17 years,Males,35,97.1
2021,Ontario,12 to 17 years,Females,35,90.8
2021,Ontario,18 to 34 years,Both sexes,35,92.2
2021,Ontario,18 to 34 years,Males,35,91.5
2021,Ontario,18 to 34 years,Females,35,92.9
2021,Ontario,35 to 49 years,Both sexes,35,91.8
2021,Ontario,35 to 49 years,Males,35,92.3
2021,Ontario,35 to 49 years,Females,35,91.3
2021,Ontario,50 to 64 years,Both sexes,35,89.9
2021,Ontario,50 to 64 years,Males,35,90.0
2021,Ontario,50 to 64 years,Females,35,89.7
2021,Ontario,65 years and over,Both sexes,35,89.9
2021,Ontario,65 years and over,Males,35,90.4
2021,Ontario,65 years and over,Females,35,89.4
2021,Manitoba,"Total, 12 years and over",Both sexes,46,92.0
2021,Manitoba,"Total, 12 years and over",Males,46,92.4
2021,Manitoba,"Total, 12 years and over",Females,46,91.5
2021,Manitoba,12 to 17 years,Both sexes,46,94.8
2021,Manitoba,12 to 17 years,Males,46,97.8
2021,Manitoba,12 to 17 years,Females,46,91.9
2021,Manitoba,18 to 34 years,Both sexes,46,93.6
2021,Manitoba,18 to 34 years,Males,46,92.8
2021,Manitoba,18 to 34 years,Females,46,94.4
2021,Manitoba,35 to 49 years,Both sexes,46,93.0
2021,Manitoba,35 to 49 years,Males,46,92.6
2021,Manitoba,35 to 49 years,Females,46,93.5
2021,Manitoba,50 to 64 years,Both sexes,46,91.6
2021,Manitoba,50 to 64 years,Males,46,92.0
2021,Manitoba,50 to 64 years,Females,46,91.2
2021,Manitoba,65 years and over,Both sexes,46,87.4
2021,Manitoba,65 years and over,Males,46,89.4
2021,Manitoba,65 years and over,Females,46,85.6
2021,Saskatchewan,"Total, 12 years and over",Both sexes,47,91.6
2021,Saskatchewan,"Total, 12 years and over",Males,47,91.3
2021,Saskatchewan,"Total, 12 years and over",Females,47,91.9
2021,Saskatchewan,12 to 17 years,Both sexes,47,94.3
2021,Saskatchewan,12 to 17 years,Males,47,92.3
2021,Saskatchewan,12 to 17 years,Females,47,96.3
2021,Saskatchewan,18 to 34 years,Both sexes,47,94.2
2021,Saskatchewan,18 to 34 years,Males,47,92.9
2021,Saskatchewan,18 to 34 years,Females,47,95.5
2021,Saskatchewan,35 to 49 years,Both sexes,47,92.5
2021,Saskatchewan,35 to 49 years,Males,47,93.7
2021,Saskatchewan,35 to 49 years,Females,47,91.4
2021,Saskatchewan,50 to 64 years,Both sexes,47,89.6
2021,Saskatchewan,50 to 64 years,Males,47,89.5
2021,Saskatchewan,50 to 64 years,Females,47,89.6
2021,Saskatchewan,65 years and over,Both sexes,47,87.9
2021,Saskatchewan,65 years and over,Males,47,87.2
2021,Saskatchewan,65 years and over,Females,47,88.6
2021,Alberta,"Total, 12 years and over",Both sexes,48,91.7
2021,Alberta,"Total, 12 years and over",Males,48,92.5
2021,Alberta,"Total, 12 years and over",Females,48,90.9
2021,Alberta,12 to 17 years,Both sexes,48,94.9
2021,Alberta,12 to 17 years,Males,48,98.6
2021,Alberta,12 to 17 years,Females,48,91.1
2021,Alberta,18 to 34 years,Both sexes,48,93.7
2021,Alberta,18 to 34 years,Males,48,93.4
2021,Alberta,18 to 34 years,Females,48,94.0
2021,Alberta,35 to 49 years,Both sexes,48,92.9
2021,Alberta,35 to 49 years,Males,48,93.2
2021,Alberta,35 to 49 years,Females,48,92.6
2021,Alberta,50 to 64 years,Both sexes,48,88.4
2021,Alberta,50 to 64 years,Males,48,90.1
2021,Alberta,50 to 64 years,Females,48,86.7
2021,Alberta,65 years and over,Both sexes,48,89.1
2021,Alberta,65 years and over,Males,48,89.5
2021,Alberta,65 years and over,Females,48,88.7
2021,British Columbia,"Total, 12 years and over",Both sexes,59,91.7
2021,British Columbia,"Total, 12 years and over",Males,59,91.5
2021,British Columbia,"Total, 12 years and over",Females,59,91.9
2021,British Columbia,12 to 17 years,Both sexes,59,95.9
2021,British Columbia,12 to 17 years,Males,59,97.1
2021,British Columbia,12 to 17 years,Females,59,94.7
2021,British Columbia,18 to 34 years,Both sexes,59,92.8
2021,British Columbia,18 to 34 years,Males,59,91.9
2021,British Columbia,18 to 34 years,Females,59,93.8
2021,British Columbia,35 to 49 years,Both sexes,59,91.3
2021,British Columbia,35 to 49 years,Males,59,90.5
2021,British Columbia,35 to 49 years,Females,59,92.1
2021,British Columbia,50 to 64 years,Both sexes,59,89.9
2021,British Columbia,50 to 64 years,Males,59,91.5
2021,British Columbia,50 to 64 years,Females,59,88.4
2021,British Columbia,65 years and over,Both sexes,59,91.7
2021,British Columbia,65 years and over,Males,59,90.3
2021,British Columbia,65 years and over,Females,59,92.8
2022,Canada,"Total, 12 years and over",Males,,87.5
2022,Canada,"Total, 12 years and over",Females,,86.9
2022,Canada,12 to 17 years,Both sexes,,90.8
2022,Canada,12 to 17 years,Males,,93.6
2022,Canada,12 to 17 years,Females,,87.9
2022,Canada,"data.Total, 18 years and over",Both sexes,,86.9
2022,Canada,"data.Total, 18 years and over",Males,,87.0
2022,Canada,"data.Total, 18 years and over",Females,,86.8
2022,Canada,18 to 34 years,Both sexes,,86.9
2022,Canada,18 to 34 years,Males,,87.1
2022,Canada,18 to 34 years,Females,,86.6
2022,Canada,35 to 49 years,Both sexes,,87.0
2022,Canada,35 to 49 years,Males,,87.2
2022,Canada,35 to 49 years,Females,,86.7
2022,Canada,50 to 64 years,Both sexes,,86.1
2022,Canada,50 to 64 years,Males,,86.5
2022,Canada,50 to 64 years,Females,,85.8
2022,Canada,65 years and over,Both sexes,,87.6
2022,Canada,65 years and over,Males,,87.1
2022,Canada,65 years and over,Females,,88.0
2022,Newfoundland and Labrador,"Total, 12 years and over",Both sexes,10,86.9
2022,Newfoundland and Labrador,"Total, 12 years and over",Males,10,84.8
2022,Newfoundland and Labrador,"Total, 12 years and over",Females,10,88.8
2022,Newfoundland and Labrador,12 to 17 years,Both sexes,10,86.6
2022,Newfoundland and Labrador,12 to 17 years,Males,10,88.6
2022,Newfoundland and Labrador,12 to 17 years,Females,10,
2022,Newfoundland and Labrador,"data.Total, 18 years and over",Both sexes,10,86.9
2022,Newfoundland and Labrador,"data.Total, 18 years and over",Males,10,84.4
2022,Newfoundland and Labrador,"data.Total, 18 years and over",Females,10,89.1
2022,Newfoundland and Labrador,18 to 34 years,Both sexes,10,85.4
2022,Newfoundland and Labrador,18 to 34 years,Males,10,80.3
2022,Newfoundland and Labrador,18 to 34 years,Females,10,90.6
2022,Newfoundland and Labrador,35 to 49 years,Both sexes,10,86.0
2022,Newfoundland and Labrador,35 to 49 years,Males,10,84.6
2022,Newfoundland and Labrador,35 to 49 years,Females,10,87.3
2022,Newfoundland and Labrador,50 to 64 years,Both sexes,10,85.2
2022,Newfoundland and Labrador,50 to 64 years,Males,10,83.1
2022,Newfoundland and Labrador,50 to 64 years,Females,10,87.1
2022,Newfoundland and Labrador,65 years and over,Both sexes,10,90.5
2022,Newfoundland and Labrador,65 years and over,Males,10,89.5
2022,Newfoundland and Labrador,65 years and over,Females,10,91.3
2022,Prince Edward Island,"Total, 12 years and over",Both sexes,11,84.1
2022,Prince Edward Island,"Total, 12 years and over",Males,11,81.9
2022,Prince Edward Island,"Total, 12 years and over",Females,11,86.2
2022,Prince Edward Island,12 to 17 years,Both sexes,11,84.5
2022,Prince Edward Island,12 to 17 years,Males,11,
2022,Prince Edward Island,12 to 17 years,Females,11,
2022,Prince Edward Island,"data.Total, 18 years and over",Both sexes,11,84.1
2022,Prince Edward Island,"data.Total, 18 years and over",Males,11,81.0
2022,Prince Edward Island,"data.Total, 18 years and over",Females,11,87.0
2022,Prince Edward Island,18 to 34 years,Both sexes,11,
2022,Prince Edward Island,18 to 34 years,Males,11,
2022,Prince Edward Island,18 to 34 years,Females,11,
2022,Prince Edward Island,35 to 49 years,Both sexes,11,85.5
2022,Prince Edward Island,35 to 49 years,Males,11,
2022,Prince Edward Island,35 to 49 years,Females,11,
2022,Prince Edward Island,50 to 64 years,Both sexes,11,89.4
2022,Prince Edward Island,50 to 64 years,Males,11,
2022,Prince Edward Island,50 to 64 years,Females,11,83.8
2022,Prince Edward Island,65 years and over,Both sexes,11,90.7
2022,Prince Edward Island,65 years and over,Males,11,95.2
2022,Prince Edward Island,65 years and over,Females,11,87.0
2022,Nova Scotia,"Total, 12 years and over",Both sexes,12,85.3
2022,Nova Scotia,"Total, 12 years and over",Males,12,85.7
2022,Nova Scotia,"Total, 12 years and over",Females,12,84.9
2022,Nova Scotia,12 to 17 years,Both sexes,12,88.4
2022,Nova Scotia,12 to 17 years,Males,12,88.9
2022,Nova Scotia,12 to 17 years,Females,12,87.9
2022,Nova Scotia,"data.Total, 18 years and over",Both sexes,12,85.1
2022,Nova Scotia,"data.Total, 18 years and over",Males,12,85.5
2022,Nova Scotia,"data.Total, 18 years and over",Females,12,84.7
2022,Nova Scotia,18 to 34 years,Both sexes,12,81.5
2022,Nova Scotia,18 to 34 years,Males,12,82.3
2022,Nova Scotia,18 to 34 years,Females,12,80.8
2022,Nova Scotia,35 to 49 years,Both sexes,12,84.4
2022,Nova Scotia,35 to 49 years,Males,12,83.8
2022,Nova Scotia,35 to 49 years,Females,12,84.9
2022,Nova Scotia,50 to 64 years,Both sexes,12,85.8
2022,Nova Scotia,50 to 64 years,Males,12,86.8
2022,Nova Scotia,50 to 64 years,Females,12,84.9
2022,Nova Scotia,65 years and over,Both sexes,12,88.4
2022,Nova Scotia,65 years and over,Males,12,88.7
2022,Nova Scotia,65 years and over,Females,12,88.1
2022,New Brunswick,"Total, 12 years and over",Both sexes,13,85.6
2022,New Brunswick,"Total, 12 years and over",Males,13,86.2
2022,New Brunswick,"Total, 12 years and over",Females,13,84.9
2022,New Brunswick,12 to 17 years,Both sexes,13,85.0
2022,New Brunswick,12 to 17 years,Males,13,87.3
2022,New Brunswick,12 to 17 years,Females,13,82.7
2022,New Brunswick,"data.Total, 18 years and over",Both sexes,13,85.6
2022,New Brunswick,"data.Total, 18 years and over",Males,13,86.1
2022,New Brunswick,"data.Total, 18 years and over",Females,13,85.1
2022,New Brunswick,18 to 34 years,Both sexes,13,88.0
2022,New Brunswick,18 to 34 years,Males,13,89.7
2022,New Brunswick,18 to 34 years,Females,13,86.2
2022,New Brunswick,35 to 49 years,Both sexes,13,83.7
2022,New Brunswick,35 to 49 years,Males,13,88.2
2022,New Brunswick,35 to 49 years,Females,13,79.6
2022,New Brunswick,50 to 64 years,Both sexes,13,83.4
2022,New Brunswick,50 to 64 years,Males,13,82.0
2022,New Brunswick,50 to 64 years,Females,13,84.7
2022,New Brunswick,65 years and over,Both sexes,13,87.4
2022,New Brunswick,65 years and over,Males,13,85.7
2022,New Brunswick,65 years and over,Females,13,89.0
2022,Quebec,"Total, 12 years and over",Both sexes,24,90.5
2022,Quebec,"Total, 12 years and over",Males,24,89.8
2022,Quebec,"Total, 12 years and over",Females,24,91.2
2022,Quebec,12 to 17 years,Both sexes,24,95.6
2022,Quebec,12 to 17 years,Males,24,97.5
2022,Quebec,12 to 17 years,Females,24,93.6
2022,Quebec,"data.Total, 18 years and over",Both sexes,24,90.1
2022,Quebec,"data.Total, 18 years and over",Males,24,89.2
2022,Quebec,"data.Total, 18 years and over",Females,24,91.0
2022,Quebec,18 to 34 years,Both sexes,24,91.2
