Year,Geography,Age group,Sex,GeoCode,Value
2020,Newfoundland and Labrador,18 to 34 years,Females,10,25.8
2020,Newfoundland and Labrador,35 to 49 years,Both sexes,10,22.0
2020,Newfoundland and Labrador,35 to 49 years,Males,10,
2020,Newfoundland and Labrador,35 to 49 years,Females,10,26.8
2020,Newfoundland and Labrador,50 to 64 years,Both sexes,10,24.5
2020,Newfoundland and Labrador,50 to 64 years,Males,10,29.0
2020,Newfoundland and Labrador,50 to 64 years,Females,10,20.1
2020,Newfoundland and Labrador,65 years and over,Both sexes,10,10.3
2020,Newfoundland and Labrador,65 years and over,Males,10,9.8
2020,Newfoundland and Labrador,65 years and over,Females,10,10.7
2020,Prince Edward Island,"Total, 12 years and over",Both sexes,11,12.0
2020,Prince Edward Island,"Total, 12 years and over",Males,11,12.6
2020,Prince Edward Island,"Total, 12 years and over",Females,11,11.5
2020,Prince Edward Island,12 to 17 years,Both sexes,11,
2020,Prince Edward Island,12 to 17 years,Males,11,
2020,Prince Edward Island,12 to 17 years,Females,11,
2020,Prince Edward Island,18 to 34 years,Both sexes,11,17.9
2020,Prince Edward Island,18 to 34 years,Males,11,
2020,Prince Edward Island,18 to 34 years,Females,11,
2020,Prince Edward Island,35 to 49 years,Both sexes,11,
2020,Prince Edward Island,35 to 49 years,Males,11,
2020,Prince Edward Island,35 to 49 years,Females,11,
2020,Prince Edward Island,50 to 64 years,Both sexes,11,16.2
2020,Prince Edward Island,50 to 64 years,Males,11,
2020,Prince Edward Island,50 to 64 years,Females,11,
2020,Prince Edward Island,65 years and over,Both sexes,11,8.5
2020,Prince Edward Island,65 years and over,Males,11,9.0
2020,Prince Edward Island,65 years and over,Females,11,8.1
2020,Nova Scotia,"Total, 12 years and over",Both sexes,12,13.2
2020,Nova Scotia,"Total, 12 years and over",Males,12,14.2
2020,Nova Scotia,"Total, 12 years and over",Females,12,12.3
2020,Nova Scotia,12 to 17 years,Both sexes,12,
2020,Nova Scotia,12 to 17 years,Males,12,
2020,Nova Scotia,12 to 17 years,Females,12,
2020,Nova Scotia,18 to 34 years,Both sexes,12,12.6
2020,Nova Scotia,18 to 34 years,Males,12,
2020,Nova Scotia,18 to 34 years,Females,12,17.3
2020,Nova Scotia,35 to 49 years,Both sexes,12,18.9
2020,Nova Scotia,35 to 49 years,Males,12,18.2
2020,Nova Scotia,35 to 49 years,Females,12,19.5
2020,Nova Scotia,50 to 64 years,Both sexes,12,16.7
2020,Nova Scotia,50 to 64 years,Males,12,24.9
2020,Nova Scotia,50 to 64 years,Females,12,8.9
2020,Nova Scotia,65 years and over,Both sexes,12,8.0
2020,Nova Scotia,65 years and over,Males,12,8.9
2020,Nova Scotia,65 years and over,Females,12,7.3
2020,New Brunswick,"Total, 12 years and over",Both sexes,13,13.2
2020,New Brunswick,"Total, 12 years and over",Males,13,15.9
2020,New Brunswick,"Total, 12 years and over",Females,13,10.6
2020,New Brunswick,12 to 17 years,Both sexes,13,
2020,New Brunswick,12 to 17 years,Males,13,
2020,New Brunswick,12 to 17 years,Females,13,
2020,New Brunswick,18 to 34 years,Both sexes,13,15.8
2020,New Brunswick,18 to 34 years,Males,13,
2020,New Brunswick,18 to 34 years,Females,13,
2020,New Brunswick,35 to 49 years,Both sexes,13,16.5
2020,New Brunswick,35 to 49 years,Males,13,13.8
2020,New Brunswick,35 to 49 years,Females,13,19.1
2020,New Brunswick,50 to 64 years,Both sexes,13,15.1
2020,New Brunswick,50 to 64 years,Males,13,15.8
2020,New Brunswick,50 to 64 years,Females,13,14.5
2020,New Brunswick,65 years and over,Both sexes,13,9.2
2020,New Brunswick,65 years and over,Males,13,12.8
2020,New Brunswick,65 years and over,Females,13,5.9
2020,Quebec,"Total, 12 years and over",Both sexes,24,15.2
2020,Quebec,"Total, 12 years and over",Males,24,20.0
2020,Quebec,"Total, 12 years and over",Females,24,10.4
2020,Quebec,12 to 17 years,Both sexes,24,
2020,Quebec,12 to 17 years,Males,24,
2020,Quebec,12 to 17 years,Females,24,
2020,Quebec,18 to 34 years,Both sexes,24,18.5
2020,Quebec,18 to 34 years,Males,24,29.4
2020,Quebec,18 to 34 years,Females,24,6.9
2020,Quebec,35 to 49 years,Both sexes,24,16.8
2020,Quebec,35 to 49 years,Males,24,21.8
2020,Quebec,35 to 49 years,Females,24,11.6
2020,Quebec,50 to 64 years,Both sexes,24,18.3
2020,Quebec,50 to 64 years,Males,24,20.0
2020,Quebec,50 to 64 years,Females,24,16.6
2020,Quebec,65 years and over,Both sexes,24,10.4
2020,Quebec,65 years and over,Males,24,12.4
2020,Quebec,65 years and over,Females,24,8.7
2020,Ontario,"Total, 12 years and over",Both sexes,35,11.6
2020,Ontario,"Total, 12 years and over",Males,35,14.1
2020,Ontario,"Total, 12 years and over",Females,35,9.2
2020,Ontario,12 to 17 years,Both sexes,35,
2020,Ontario,12 to 17 years,Males,35,
2020,Ontario,12 to 17 years,Females,35,
2020,Ontario,18 to 34 years,Both sexes,35,13.3
2020,Ontario,18 to 34 years,Males,35,16.5
2020,Ontario,18 to 34 years,Females,35,10.0
2020,Ontario,35 to 49 years,Both sexes,35,13.3
2020,Ontario,35 to 49 years,Males,35,17.0
2020,Ontario,35 to 49 years,Females,35,9.8
2020,Ontario,50 to 64 years,Both sexes,35,14.9
2020,Ontario,50 to 64 years,Males,35,17.3
2020,Ontario,50 to 64 years,Females,35,12.6
2020,Ontario,65 years and over,Both sexes,35,7.4
2020,Ontario,65 years and over,Males,35,8.1
2020,Ontario,65 years and over,Females,35,6.9
2020,Manitoba,"Total, 12 years and over",Both sexes,46,15.4
2020,Manitoba,"Total, 12 years and over",Males,46,16.5
2020,Manitoba,"Total, 12 years and over",Females,46,14.4
2020,Manitoba,12 to 17 years,Both sexes,46,
2020,Manitoba,12 to 17 years,Males,46,
2020,Manitoba,12 to 17 years,Females,46,
2020,Manitoba,18 to 34 years,Both sexes,46,16.5
2020,Manitoba,18 to 34 years,Males,46,18.2
2020,Manitoba,18 to 34 years,Females,46,14.7
2020,Manitoba,35 to 49 years,Both sexes,46,22.7
2020,Manitoba,35 to 49 years,Males,46,25.0
2020,Manitoba,35 to 49 years,Females,46,20.4
2020,Manitoba,50 to 64 years,Both sexes,46,18.6
2020,Manitoba,50 to 64 years,Males,46,18.3
2020,Manitoba,50 to 64 years,Females,46,18.8
2020,Manitoba,65 years and over,Both sexes,46,7.5
2020,Manitoba,65 years and over,Males,46,7.4
2020,Manitoba,65 years and over,Females,46,7.5
2020,Saskatchewan,"Total, 12 years and over",Both sexes,47,16.0
2020,Saskatchewan,"Total, 12 years and over",Males,47,19.8
2020,Saskatchewan,"Total, 12 years and over",Females,47,12.2
2020,Saskatchewan,12 to 17 years,Both sexes,47,
2020,Saskatchewan,12 to 17 years,Males,47,
2020,Saskatchewan,12 to 17 years,Females,47,
2020,Saskatchewan,18 to 34 years,Both sexes,47,17.0
2020,Saskatchewan,18 to 34 years,Males,47,21.4
2020,Saskatchewan,18 to 34 years,Females,47,12.2
2020,Saskatchewan,35 to 49 years,Both sexes,47,14.4
2020,Saskatchewan,35 to 49 years,Males,47,15.2
2020,Saskatchewan,35 to 49 years,Females,47,13.6
2020,Saskatchewan,50 to 64 years,Both sexes,47,25.7
2020,Saskatchewan,50 to 64 years,Males,47,35.2
2020,Saskatchewan,50 to 64 years,Females,47,16.1
2020,Saskatchewan,65 years and over,Both sexes,47,11.7
2020,Saskatchewan,65 years and over,Males,47,12.8
2020,Saskatchewan,65 years and over,Females,47,10.7
2020,Alberta,"Total, 12 years and over",Both sexes,48,14.1
2020,Alberta,"Total, 12 years and over",Males,48,16.9
2020,Alberta,"Total, 12 years and over",Females,48,11.4
2020,Alberta,12 to 17 years,Both sexes,48,
2020,Alberta,12 to 17 years,Males,48,
2020,Alberta,12 to 17 years,Females,48,
2020,Alberta,18 to 34 years,Both sexes,48,15.8
2020,Alberta,18 to 34 years,Males,48,18.5
2020,Alberta,18 to 34 years,Females,48,12.9
2020,Alberta,35 to 49 years,Both sexes,48,17.8
2020,Alberta,35 to 49 years,Males,48,22.6
2020,Alberta,35 to 49 years,Females,48,12.9
2020,Alberta,50 to 64 years,Both sexes,48,15.7
2020,Alberta,50 to 64 years,Males,48,18.1
2020,Alberta,50 to 64 years,Females,48,13.4
2020,Alberta,65 years and over,Both sexes,48,9.6
2020,Alberta,65 years and over,Males,48,10.9
2020,Alberta,65 years and over,Females,48,8.4
2020,British Columbia,"Total, 12 years and over",Both sexes,59,10.1
2020,British Columbia,"Total, 12 years and over",Males,59,12.0
2020,British Columbia,"Total, 12 years and over",Females,59,8.2
2020,British Columbia,12 to 17 years,Both sexes,59,
2020,British Columbia,12 to 17 years,Males,59,
2020,British Columbia,12 to 17 years,Females,59,
2020,British Columbia,18 to 34 years,Both sexes,59,12.1
2020,British Columbia,18 to 34 years,Males,59,16.3
2020,British Columbia,18 to 34 years,Females,59,7.6
2020,British Columbia,35 to 49 years,Both sexes,59,11.4
2020,British Columbia,35 to 49 years,Males,59,11.7
2020,British Columbia,35 to 49 years,Females,59,11.1
2020,British Columbia,50 to 64 years,Both sexes,59,12.4
2020,British Columbia,50 to 64 years,Males,59,14.3
2020,British Columbia,50 to 64 years,Females,59,10.5
2020,British Columbia,65 years and over,Both sexes,59,6.0
2020,British Columbia,65 years and over,Males,59,7.1
2020,British Columbia,65 years and over,Females,59,5.1
2021,Canada,"Total, 12 years and over",Males,,13.3
2021,Canada,"Total, 12 years and over",Females,,10.3
2021,Canada,12 to 17 years,Both sexes,,1.1
2021,Canada,12 to 17 years,Males,,1.3
2021,Canada,12 to 17 years,Females,,1.0
2021,Canada,18 to 34 years,Both sexes,,11.4
2021,Canada,18 to 34 years,Males,,13.2
2021,Canada,18 to 34 years,Females,,9.5
2021,Canada,35 to 49 years,Both sexes,,14.0
2021,Canada,35 to 49 years,Males,,16.2
2021,Canada,35 to 49 years,Females,,11.9
2021,Canada,50 to 64 years,Both sexes,,16.3
2021,Canada,50 to 64 years,Males,,18.1
2021,Canada,50 to 64 years,Females,,14.4
2021,Canada,65 years and over,Both sexes,,8.7
2021,Canada,65 years and over,Males,,9.1
2021,Canada,65 years and over,Females,,8.3
2021,Newfoundland and Labrador,"Total, 12 years and over",Both sexes,10,13.4
2021,Newfoundland and Labrador,"Total, 12 years and over",Males,10,14.3
2021,Newfoundland and Labrador,"Total, 12 years and over",Females,10,12.6
2021,Newfoundland and Labrador,12 to 17 years,Both sexes,10,
2021,Newfoundland and Labrador,12 to 17 years,Males,10,
2021,Newfoundland and Labrador,12 to 17 years,Females,10,
2021,Newfoundland and Labrador,18 to 34 years,Both sexes,10,16.0
2021,Newfoundland and Labrador,18 to 34 years,Males,10,16.7
2021,Newfoundland and Labrador,18 to 34 years,Females,10,15.2
2021,Newfoundland and Labrador,35 to 49 years,Both sexes,10,17.5
2021,Newfoundland and Labrador,35 to 49 years,Males,10,18.9
2021,Newfoundland and Labrador,35 to 49 years,Females,10,16.2
2021,Newfoundland and Labrador,50 to 64 years,Both sexes,10,13.8
2021,Newfoundland and Labrador,50 to 64 years,Males,10,14.7
2021,Newfoundland and Labrador,50 to 64 years,Females,10,13.0
2021,Newfoundland and Labrador,65 years and over,Both sexes,10,10.6
2021,Newfoundland and Labrador,65 years and over,Males,10,11.0
2021,Newfoundland and Labrador,65 years and over,Females,10,10.2
2021,Prince Edward Island,"Total, 12 years and over",Both sexes,11,14.2
2021,Prince Edward Island,"Total, 12 years and over",Males,11,19.1
2021,Prince Edward Island,"Total, 12 years and over",Females,11,9.4
2021,Prince Edward Island,12 to 17 years,Both sexes,11,
2021,Prince Edward Island,12 to 17 years,Males,11,
2021,Prince Edward Island,12 to 17 years,Females,11,
2021,Prince Edward Island,18 to 34 years,Both sexes,11,11.7
2021,Prince Edward Island,18 to 34 years,Males,11,16.6
2021,Prince Edward Island,18 to 34 years,Females,11,
2021,Prince Edward Island,35 to 49 years,Both sexes,11,16.1
2021,Prince Edward Island,35 to 49 years,Males,11,23.2
2021,Prince Edward Island,35 to 49 years,Females,11,9.4
2021,Prince Edward Island,50 to 64 years,Both sexes,11,18.9
2021,Prince Edward Island,50 to 64 years,Males,11,23.4
2021,Prince Edward Island,50 to 64 years,Females,11,14.6
2021,Prince Edward Island,65 years and over,Both sexes,11,14.8
2021,Prince Edward Island,65 years and over,Males,11,20.9
2021,Prince Edward Island,65 years and over,Females,11,9.6
2021,Nova Scotia,"Total, 12 years and over",Both sexes,12,13.5
2021,Nova Scotia,"Total, 12 years and over",Males,12,14.7
2021,Nova Scotia,"Total, 12 years and over",Females,12,12.3
2021,Nova Scotia,12 to 17 years,Both sexes,12,
2021,Nova Scotia,12 to 17 years,Males,12,
2021,Nova Scotia,12 to 17 years,Females,12,
2021,Nova Scotia,18 to 34 years,Both sexes,12,11.8
2021,Nova Scotia,18 to 34 years,Males,12,16.3
2021,Nova Scotia,18 to 34 years,Females,12,7.2
2021,Nova Scotia,35 to 49 years,Both sexes,12,15.4
2021,Nova Scotia,35 to 49 years,Males,12,12.0
2021,Nova Scotia,35 to 49 years,Females,12,18.4
2021,Nova Scotia,50 to 64 years,Both sexes,12,21.5
2021,Nova Scotia,50 to 64 years,Males,12,24.5
2021,Nova Scotia,50 to 64 years,Females,12,18.6
2021,Nova Scotia,65 years and over,Both sexes,12,8.2
2021,Nova Scotia,65 years and over,Males,12,9.1
2021,Nova Scotia,65 years and over,Females,12,7.4
2021,New Brunswick,"Total, 12 years and over",Both sexes,13,12.4
2021,New Brunswick,"Total, 12 years and over",Males,13,12.6
2021,New Brunswick,"Total, 12 years and over",Females,13,12.1
2021,New Brunswick,12 to 17 years,Both sexes,13,
2021,New Brunswick,12 to 17 years,Males,13,
2021,New Brunswick,12 to 17 years,Females,13,
2021,New Brunswick,18 to 34 years,Both sexes,13,13.0
2021,New Brunswick,18 to 34 years,Males,13,16.2
2021,New Brunswick,18 to 34 years,Females,13,9.7
2021,New Brunswick,35 to 49 years,Both sexes,13,18.1
2021,New Brunswick,35 to 49 years,Males,13,19.6
2021,New Brunswick,35 to 49 years,Females,13,16.6
2021,New Brunswick,50 to 64 years,Both sexes,13,13.6
2021,New Brunswick,50 to 64 years,Males,13,12.4
2021,New Brunswick,50 to 64 years,Females,13,14.8
2021,New Brunswick,65 years and over,Both sexes,13,8.6
2021,New Brunswick,65 years and over,Males,13,6.9
2021,New Brunswick,65 years and over,Females,13,10.1
2021,Quebec,"Total, 12 years and over",Both sexes,24,13.3
2021,Quebec,"Total, 12 years and over",Males,24,13.9
2021,Quebec,"Total, 12 years and over",Females,24,12.6
2021,Quebec,12 to 17 years,Both sexes,24,
2021,Quebec,12 to 17 years,Males,24,
2021,Quebec,12 to 17 years,Females,24,
2021,Quebec,18 to 34 years,Both sexes,24,13.2
2021,Quebec,18 to 34 years,Males,24,14.4
2021,Quebec,18 to 34 years,Females,24,11.8
2021,Quebec,35 to 49 years,Both sexes,24,15.1
2021,Quebec,35 to 49 years,Males,24,15.3
2021,Quebec,35 to 49 years,Females,24,14.9
2021,Quebec,50 to 64 years,Both sexes,24,19.6
2021,Quebec,50 to 64 years,Males,24,20.8
2021,Quebec,50 to 64 years,Females,24,18.4
2021,Quebec,65 years and over,Both sexes,24,8.3
2021,Quebec,65 years and over,Males,24,7.7
2021,Quebec,65 years and over,Females,24,8.9
2021,Ontario,"Total, 12 years and over",Both sexes,35,11.6
2021,Ontario,"Total, 12 years and over",Males,35,13.5
2021,Ontario,"Total, 12 years and over",Females,35,9.7
2021,Ontario,12 to 17 years,Both sexes,35,0.6
2021,Ontario,12 to 17 years,Males,35,
2021,Ontario,12 to 17 years,Females,35,
2021,Ontario,18 to 34 years,Both sexes,35,11.3
2021,Ontario,18 to 34 years,Males,35,12.6
2021,Ontario,18 to 34 years,Females,35,9.9
2021,Ontario,35 to 49 years,Both sexes,35,14.2
2021,Ontario,35 to 49 years,Males,35,17.8
2021,Ontario,35 to 49 years,Females,35,10.6
2021,Ontario,50 to 64 years,Both sexes,35,15.4
2021,Ontario,50 to 64 years,Males,35,18.4
2021,Ontario,50 to 64 years,Females,35,12.5
2021,Ontario,65 years and over,Both sexes,35,8.8
2021,Ontario,65 years and over,Males,35,9.3
2021,Ontario,65 years and over,Females,35,8.4
2021,Manitoba,"Total, 12 years and over",Both sexes,46,11.1
2021,Manitoba,"Total, 12 years and over",Males,46,11.2
2021,Manitoba,"Total, 12 years and over",Females,46,11.0
2021,Manitoba,12 to 17 years,Both sexes,46,
2021,Manitoba,12 to 17 years,Males,46,
2021,Manitoba,12 to 17 years,Females,46,
2021,Manitoba,18 to 34 years,Both sexes,46,11.8
2021,Manitoba,18 to 34 years,Males,46,11.9
2021,Manitoba,18 to 34 years,Females,46,11.7
2021,Manitoba,35 to 49 years,Both sexes,46,11.0
2021,Manitoba,35 to 49 years,Males,46,10.8
2021,Manitoba,35 to 49 years,Females,46,11.2
2021,Manitoba,50 to 64 years,Both sexes,46,16.4
2021,Manitoba,50 to 64 years,Males,46,16.7
2021,Manitoba,50 to 64 years,Females,46,16.1
2021,Manitoba,65 years and over,Both sexes,46,8.7
2021,Manitoba,65 years and over,Males,46,9.1
2021,Manitoba,65 years and over,Females,46,8.4
2021,Saskatchewan,"Total, 12 years and over",Both sexes,47,12.6
2021,Saskatchewan,"Total, 12 years and over",Males,47,14.4
2021,Saskatchewan,"Total, 12 years and over",Females,47,10.8
2021,Saskatchewan,12 to 17 years,Both sexes,47,
2021,Saskatchewan,12 to 17 years,Males,47,
2021,Saskatchewan,12 to 17 years,Females,47,
2021,Saskatchewan,18 to 34 years,Both sexes,47,10.5
2021,Saskatchewan,18 to 34 years,Males,47,14.6
2021,Saskatchewan,18 to 34 years,Females,47,6.2
2021,Saskatchewan,35 to 49 years,Both sexes,47,16.0
2021,Saskatchewan,35 to 49 years,Males,47,14.6
2021,Saskatchewan,35 to 49 years,Females,47,17.5
2021,Saskatchewan,50 to 64 years,Both sexes,47,16.8
2021,Saskatchewan,50 to 64 years,Males,47,19.5
2021,Saskatchewan,50 to 64 years,Females,47,14.1
2021,Saskatchewan,65 years and over,Both sexes,47,10.3
2021,Saskatchewan,65 years and over,Males,47,12.2
2021,Saskatchewan,65 years and over,Females,47,8.6
2021,Alberta,"Total, 12 years and over",Both sexes,48,11.5
2021,Alberta,"Total, 12 years and over",Males,48,13.6
2021,Alberta,"Total, 12 years and over",Females,48,9.5
2021,Alberta,12 to 17 years,Both sexes,48,
2021,Alberta,12 to 17 years,Males,48,
2021,Alberta,12 to 17 years,Females,48,
2021,Alberta,18 to 34 years,Both sexes,48,11.9
2021,Alberta,18 to 34 years,Males,48,15.2
2021,Alberta,18 to 34 years,Females,48,8.4
2021,Alberta,35 to 49 years,Both sexes,48,12.1
2021,Alberta,35 to 49 years,Males,48,15.1
2021,Alberta,35 to 49 years,Females,48,9.1
2021,Alberta,50 to 64 years,Both sexes,48,16.4
2021,Alberta,50 to 64 years,Males,48,17.2
2021,Alberta,50 to 64 years,Females,48,15.6
2021,Alberta,65 years and over,Both sexes,48,9.5
2021,Alberta,65 years and over,Males,48,10.4
2021,Alberta,65 years and over,Females,48,8.7
2021,British Columbia,"Total, 12 years and over",Both sexes,59,9.6
2021,British Columbia,"Total, 12 years and over",Males,59,11.5
2021,British Columbia,"Total, 12 years and over",Females,59,7.8
2021,British Columbia,12 to 17 years,Both sexes,59,
2021,British Columbia,12 to 17 years,Males,59,
2021,British Columbia,12 to 17 years,Females,59,
2021,British Columbia,18 to 34 years,Both sexes,59,8.2
2021,British Columbia,18 to 34 years,Males,59,10.2
2021,British Columbia,18 to 34 years,Females,59,6.0
2021,British Columbia,35 to 49 years,Both sexes,59,12.8
2021,British Columbia,35 to 49 years,Males,59,16.1
2021,British Columbia,35 to 49 years,Females,59,9.7
2021,British Columbia,50 to 64 years,Both sexes,59,12.3
2021,British Columbia,50 to 64 years,Males,59,13.4
2021,British Columbia,50 to 64 years,Females,59,11.3
2021,British Columbia,65 years and over,Both sexes,59,7.9
2021,British Columbia,65 years and over,Males,59,9.6
2021,British Columbia,65 years and over,Females,59,6.3
2022,Canada,"Total, 12 years and over",Males,,13.3
2022,Canada,"Total, 12 years and over",Females,,9.8
2022,Canada,12 to 17 years,Both sexes,,0.3
2022,Canada,12 to 17 years,Males,,
2022,Canada,12 to 17 years,Females,,
2022,Canada,"data.Total, 18 years and over",Both sexes,,12.5
2022,Canada,"data.Total, 18 years and over",Males,,14.4
2022,Canada,"data.Total, 18 years and over",Females,,10.6
2022,Canada,18 to 34 years,Both sexes,,10.7
2022,Canada,18 to 34 years,Males,,13.2
2022,Canada,18 to 34 years,Females,,8.1
2022,Canada,35 to 49 years,Both sexes,,14.0
2022,Canada,35 to 49 years,Males,,16.9
2022,Canada,35 to 49 years,Females,,11.2
2022,Canada,50 to 64 years,Both sexes,,16.1
2022,Canada,50 to 64 years,Males,,17.3
2022,Canada,50 to 64 years,Females,,14.9
2022,Canada,65 years and over,Both sexes,,8.9
2022,Canada,65 years and over,Males,,9.8
2022,Canada,65 years and over,Females,,8.2
2022,Newfoundland and Labrador,"Total, 12 years and over",Both sexes,10,16.3
2022,Newfoundland and Labrador,"Total, 12 years and over",Males,10,15.1
2022,Newfoundland and Labrador,"Total, 12 years and over",Females,10,17.5
2022,Newfoundland and Labrador,12 to 17 years,Both sexes,10,
2022,Newfoundland and Labrador,12 to 17 years,Males,10,
2022,Newfoundland and Labrador,12 to 17 years,Females,10,
2022,Newfoundland and Labrador,"data.Total, 18 years and over",Both sexes,10,17.4
2022,Newfoundland and Labrador,"data.Total, 18 years and over",Males,10,16.4
2022,Newfoundland and Labrador,"data.Total, 18 years and over",Females,10,18.3
2022,Newfoundland and Labrador,18 to 34 years,Both sexes,10,17.9
2022,Newfoundland and Labrador,18 to 34 years,Males,10,18.8
2022,Newfoundland and Labrador,18 to 34 years,Females,10,17.0
2022,Newfoundland and Labrador,35 to 49 years,Both sexes,10,15.9
2022,Newfoundland and Labrador,35 to 49 years,Males,10,14.5
2022,Newfoundland and Labrador,35 to 49 years,Females,10,17.2
2022,Newfoundland and Labrador,50 to 64 years,Both sexes,10,24.8
2022,Newfoundland and Labrador,50 to 64 years,Males,10,21.9
2022,Newfoundland and Labrador,50 to 64 years,Females,10,27.7
2022,Newfoundland and Labrador,65 years and over,Both sexes,10,10.3
2022,Newfoundland and Labrador,65 years and over,Males,10,9.6
2022,Newfoundland and Labrador,65 years and over,Females,10,10.9
2022,Prince Edward Island,"Total, 12 years and over",Both sexes,11,15.5
2022,Prince Edward Island,"Total, 12 years and over",Males,11,23.3
2022,Prince Edward Island,"Total, 12 years and over",Females,11,7.8
2022,Prince Edward Island,12 to 17 years,Both sexes,11,
2022,Prince Edward Island,12 to 17 years,Males,11,
2022,Prince Edward Island,12 to 17 years,Females,11,
2022,Prince Edward Island,"data.Total, 18 years and over",Both sexes,11,16.6
2022,Prince Edward Island,"data.Total, 18 years and over",Males,11,25.0
2022,Prince Edward Island,"data.Total, 18 years and over",Females,11,8.5
2022,Prince Edward Island,18 to 34 years,Both sexes,11,
2022,Prince Edward Island,18 to 34 years,Males,11,
2022,Prince Edward Island,18 to 34 years,Females,11,
2022,Prince Edward Island,35 to 49 years,Both sexes,11,
2022,Prince Edward Island,35 to 49 years,Males,11,
2022,Prince Edward Island,35 to 49 years,Females,11,
2022,Prince Edward Island,50 to 64 years,Both sexes,11,25.5
2022,Prince Edward Island,50 to 64 years,Males,11,
2022,Prince Edward Island,50 to 64 years,Females,11,
2022,Prince Edward Island,65 years and over,Both sexes,11,9.0
2022,Prince Edward Island,65 years and over,Males,11,
2022,Prince Edward Island,65 years and over,Females,11,
2022,Nova Scotia,"Total, 12 years and over",Both sexes,12,15.1
2022,Nova Scotia,"Total, 12 years and over",Males,12,15.8
2022,Nova Scotia,"Total, 12 years and over",Females,12,14.5
2022,Nova Scotia,12 to 17 years,Both sexes,12,
2022,Nova Scotia,12 to 17 years,Males,12,
2022,Nova Scotia,12 to 17 years,Females,12,
2022,Nova Scotia,"data.Total, 18 years and over",Both sexes,12,16.2
2022,Nova Scotia,"data.Total, 18 years and over",Males,12,17.0
2022,Nova Scotia,"data.Total, 18 years and over",Females,12,15.5
2022,Nova Scotia,18 to 34 years,Both sexes,12,15.1
2022,Nova Scotia,18 to 34 years,Males,12,15.6
2022,Nova Scotia,18 to 34 years,Females,12,14.6
2022,Nova Scotia,35 to 49 years,Both sexes,12,13.1
2022,Nova Scotia,35 to 49 years,Males,12,17.3
2022,Nova Scotia,35 to 49 years,Females,12,9.0
2022,Nova Scotia,50 to 64 years,Both sexes,12,24.3
2022,Nova Scotia,50 to 64 years,Males,12,23.4
2022,Nova Scotia,50 to 64 years,Females,12,25.1
2022,Nova Scotia,65 years and over,Both sexes,12,11.7
2022,Nova Scotia,65 years and over,Males,12,11.3
2022,Nova Scotia,65 years and over,Females,12,12.0
2022,New Brunswick,"Total, 12 years and over",Both sexes,13,13.2
2022,New Brunswick,"Total, 12 years and over",Males,13,14.9
2022,New Brunswick,"Total, 12 years and over",Females,13,11.6
2022,New Brunswick,12 to 17 years,Both sexes,13,
2022,New Brunswick,12 to 17 years,Males,13,
2022,New Brunswick,12 to 17 years,Females,13,
2022,New Brunswick,"data.Total, 18 years and over",Both sexes,13,14.2
2022,New Brunswick,"data.Total, 18 years and over",Males,13,16.1
2022,New Brunswick,"data.Total, 18 years and over",Females,13,12.5
2022,New Brunswick,18 to 34 years,Both sexes,13,14.7
2022,New Brunswick,18 to 34 years,Males,13,16.6
2022,New Brunswick,18 to 34 years,Females,13,12.6
2022,New Brunswick,35 to 49 years,Both sexes,13,14.5
2022,New Brunswick,35 to 49 years,Males,13,16.4
2022,New Brunswick,35 to 49 years,Females,13,12.8
2022,New Brunswick,50 to 64 years,Both sexes,13,19.0
2022,New Brunswick,50 to 64 years,Males,13,22.3
2022,New Brunswick,50 to 64 years,Females,13,15.7
2022,New Brunswick,65 years and over,Both sexes,13,8.8
2022,New Brunswick,65 years and over,Males,13,8.5
2022,New Brunswick,65 years and over,Females,13,9.1
2022,Quebec,"Total, 12 years and over",Both sexes,24,13.2
2022,Quebec,"Total, 12 years and over",Males,24,15.1
2022,Quebec,"Total, 12 years and over",Females,24,11.3
2022,Quebec,12 to 17 years,Both sexes,24,
2022,Quebec,12 to 17 years,Males,24,
2022,Quebec,12 to 17 years,Females,24,
2022,Quebec,"data.Total, 18 years and over",Both sexes,24,14.2
2022,Quebec,"data.Total, 18 years and over",Males,24,16.3
2022,Quebec,"data.Total, 18 years and over",Females,24,12.1
2022,Quebec,18 to 34 years,Both sexes,24,13.7
2022,Quebec,18 to 34 years,Males,24,16.9
2022,Quebec,18 to 34 years,Females,24,10.4
2022,Quebec,35 to 49 years,Both sexes,24,15.8
2022,Quebec,35 to 49 years,Males,24,17.6
2022,Quebec,35 to 49 years,Females,24,14.0
2022,Quebec,50 to 64 years,Both sexes,24,17.0
2022,Quebec,50 to 64 years,Males,24,18.2
2022,Quebec,50 to 64 years,Females,24,15.9
2022,Quebec,65 years and over,Both sexes,24,10.2
2022,Quebec,65 years and over,Males,24,12.2
2022,Quebec,65 years and over,Females,24,8.3
2022,Ontario,"Total, 12 years and over",Both sexes,35,10.8
2022,Ontario,"Total, 12 years and over",Males,35,12.8
2022,Ontario,"Total, 12 years and over",Females,35,8.9
2022,Ontario,12 to 17 years,Both sexes,35,
2022,Ontario,12 to 17 years,Males,35,
2022,Ontario,12 to 17 years,Females,35,
2022,Ontario,"data.Total, 18 years and over",Both sexes,35,11.7
2022,Ontario,"data.Total, 18 years and over",Males,35,13.8
2022,Ontario,"data.Total, 18 years and over",Females,35,9.5
2022,Ontario,18 to 34 years,Both sexes,35,9.0
2022,Ontario,18 to 34 years,Males,35,11.5
