Year,Geography,Population characteristics,Educational attainment level,Age group,Sex,Value
2018,Ontario,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,12.0
2019,Ontario,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,13.0
2020,Ontario,Total population,Master's or Doctoral level,"Total, 25 to 64 years",Female,13.0
2010,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,10.0
2011,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,10.0
2012,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,11.0
2013,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,11.0
2014,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,11.0
2015,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,11.0
2016,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,13.0
2017,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,12.0
2018,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,13.0
2019,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,13.0
2020,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Both sexes,13.0
2010,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Male,8.0
2011,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Male,8.0
2012,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Male,9.0
2013,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Male,9.0
2014,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Male,10.0
2015,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Male,10.0
2016,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Male,11.0
2017,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Male,10.0
2018,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Male,11.0
2019,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Male,11.0
2020,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Male,12.0
2010,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Female,11.0
2011,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Female,12.0
2012,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Female,14.0
2013,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Female,13.0
2014,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Female,12.0
2015,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Female,13.0
2016,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Female,15.0
2017,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Female,15.0
2018,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Female,14.0
2019,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Female,15.0
2020,Ontario,Total population,Master's or Doctoral level,25 to 34 years,Female,15.0
2010,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,12.0
2011,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,11.0
2012,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,13.0
2013,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,13.0
2014,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,13.0
2015,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,13.0
2016,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,16.0
2017,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,15.0
2018,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,14.0
2019,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,14.0
2020,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Both sexes,15.0
2010,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Male,11.0
2011,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Male,9.0
2012,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Male,9.0
2013,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Male,11.0
2014,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Male,12.0
2015,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Male,11.0
2016,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Male,13.0
2017,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Male,13.0
2018,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Male,12.0
2019,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Male,13.0
2020,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Male,15.0
2010,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Female,13.0
2011,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Female,13.0
2012,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Female,16.0
2013,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Female,14.0
2014,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Female,14.0
2015,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Female,15.0
2016,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Female,18.0
2017,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Female,17.0
2018,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Female,15.0
2019,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Female,15.0
2020,Ontario,Total population,Master's or Doctoral level,30 to 34 years,Female,16.0
2010,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,11.0
2011,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,12.0
2012,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,12.0
2013,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,14.0
2014,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,13.0
2015,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,13.0
2016,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,14.0
2017,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,13.0
2018,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,14.0
2019,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,15.0
2020,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Both sexes,15.0
2010,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Male,11.0
2011,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Male,12.0
2012,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Male,12.0
2013,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Male,14.0
2014,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Male,13.0
2015,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Male,13.0
2016,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Male,13.0
2017,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Male,13.0
2018,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Male,13.0
2019,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Male,13.0
2020,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Male,14.0
2010,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Female,11.0
2011,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Female,13.0
2012,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Female,12.0
2013,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Female,14.0
2014,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Female,14.0
2015,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Female,14.0
2016,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Female,15.0
2017,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Female,14.0
2018,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Female,15.0
2019,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Female,16.0
2020,Ontario,Total population,Master's or Doctoral level,35 to 44 years,Female,16.0
2010,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,10.0
2011,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,9.0
2012,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,9.0
2013,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,10.0
2014,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,10.0
2015,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,10.0
2016,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,11.0
2017,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,12.0
2018,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,12.0
2019,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,12.0
2020,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Both sexes,13.0
2010,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Male,11.0
2011,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Male,11.0
2012,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Male,10.0
2013,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Male,11.0
2014,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Male,11.0
2015,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Male,10.0
2016,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Male,13.0
2017,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Male,13.0
2018,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Male,13.0
2019,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Male,12.0
2020,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Male,13.0
2010,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Female,9.0
2011,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Female,8.0
2012,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Female,9.0
2013,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Female,9.0
2014,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Female,9.0
2015,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Female,9.0
2016,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Female,10.0
2017,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Female,11.0
2018,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Female,12.0
2019,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Female,12.0
2020,Ontario,Total population,Master's or Doctoral level,45 to 54 years,Female,12.0
2010,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,9.0
2011,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,9.0
2012,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,9.0
2013,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,10.0
2014,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,10.0
2015,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,9.0
2016,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,9.0
2017,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,9.0
2018,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,9.0
2019,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,10.0
2020,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Both sexes,10.0
2010,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Male,12.0
2011,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Male,11.0
2012,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Male,11.0
2013,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Male,12.0
2014,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Male,11.0
2015,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Male,10.0
2016,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Male,11.0
2017,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Male,10.0
2018,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Male,10.0
2019,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Male,11.0
2020,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Male,11.0
2010,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Female,7.0
2011,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Female,7.0
2012,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Female,8.0
2013,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Female,8.0
2014,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Female,9.0
2015,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Female,8.0
2016,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Female,8.0
2017,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Female,8.0
2018,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Female,8.0
2019,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Female,9.0
2020,Ontario,Total population,Master's or Doctoral level,55 to 64 years,Female,8.0
2010,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,45.0
2011,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,46.0
2012,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,46.0
2013,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,45.0
2014,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,47.0
2015,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,50.0
2016,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,50.0
2017,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,51.0
2018,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,53.0
2019,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,54.0
2020,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Both sexes,55.0
2010,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Male,40.0
2011,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Male,40.0
2012,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Male,41.0
2013,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Male,39.0
2014,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Male,41.0
2015,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Male,43.0
2016,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Male,43.0
2017,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Male,45.0
2018,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Male,46.0
2019,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Male,48.0
2020,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Male,48.0
2010,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Female,50.0
2011,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Female,52.0
2012,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Female,52.0
2013,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Female,52.0
2014,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Female,54.0
2015,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Female,57.0
2016,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Female,57.0
2017,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Female,58.0
2018,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Female,59.0
2019,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Female,61.0
2020,Manitoba,Total population,Tertiary education,"Total, 25 to 64 years",Female,62.0
2010,Manitoba,Total population,Tertiary education,25 to 34 years,Both sexes,48.0
2011,Manitoba,Total population,Tertiary education,25 to 34 years,Both sexes,49.0
2012,Manitoba,Total population,Tertiary education,25 to 34 years,Both sexes,50.0
2013,Manitoba,Total population,Tertiary education,25 to 34 years,Both sexes,48.0
2014,Manitoba,Total population,Tertiary education,25 to 34 years,Both sexes,50.0
2015,Manitoba,Total population,Tertiary education,25 to 34 years,Both sexes,52.0
2016,Manitoba,Total population,Tertiary education,25 to 34 years,Both sexes,52.0
2017,Manitoba,Total population,Tertiary education,25 to 34 years,Both sexes,53.0
2018,Manitoba,Total population,Tertiary education,25 to 34 years,Both sexes,54.0
2019,Manitoba,Total population,Tertiary education,25 to 34 years,Both sexes,55.0
2020,Manitoba,Total population,Tertiary education,25 to 34 years,Both sexes,54.0
2010,Manitoba,Total population,Tertiary education,25 to 34 years,Male,41.0
2011,Manitoba,Total population,Tertiary education,25 to 34 years,Male,41.0
2012,Manitoba,Total population,Tertiary education,25 to 34 years,Male,42.0
2013,Manitoba,Total population,Tertiary education,25 to 34 years,Male,40.0
2014,Manitoba,Total population,Tertiary education,25 to 34 years,Male,40.0
2015,Manitoba,Total population,Tertiary education,25 to 34 years,Male,42.0
2016,Manitoba,Total population,Tertiary education,25 to 34 years,Male,43.0
2017,Manitoba,Total population,Tertiary education,25 to 34 years,Male,46.0
2018,Manitoba,Total population,Tertiary education,25 to 34 years,Male,48.0
2019,Manitoba,Total population,Tertiary education,25 to 34 years,Male,47.0
2020,Manitoba,Total population,Tertiary education,25 to 34 years,Male,46.0
2010,Manitoba,Total population,Tertiary education,25 to 34 years,Female,55.0
2011,Manitoba,Total population,Tertiary education,25 to 34 years,Female,57.0
2012,Manitoba,Total population,Tertiary education,25 to 34 years,Female,57.0
2013,Manitoba,Total population,Tertiary education,25 to 34 years,Female,56.0
2014,Manitoba,Total population,Tertiary education,25 to 34 years,Female,61.0
2015,Manitoba,Total population,Tertiary education,25 to 34 years,Female,62.0
2016,Manitoba,Total population,Tertiary education,25 to 34 years,Female,61.0
2017,Manitoba,Total population,Tertiary education,25 to 34 years,Female,59.0
2018,Manitoba,Total population,Tertiary education,25 to 34 years,Female,61.0
2019,Manitoba,Total population,Tertiary education,25 to 34 years,Female,62.0
2020,Manitoba,Total population,Tertiary education,25 to 34 years,Female,63.0
2010,Manitoba,Total population,Tertiary education,30 to 34 years,Both sexes,50.0
2011,Manitoba,Total population,Tertiary education,30 to 34 years,Both sexes,53.0
2012,Manitoba,Total population,Tertiary education,30 to 34 years,Both sexes,51.0
2013,Manitoba,Total population,Tertiary education,30 to 34 years,Both sexes,50.0
2014,Manitoba,Total population,Tertiary education,30 to 34 years,Both sexes,52.0
2015,Manitoba,Total population,Tertiary education,30 to 34 years,Both sexes,55.0
2016,Manitoba,Total population,Tertiary education,30 to 34 years,Both sexes,53.0
2017,Manitoba,Total population,Tertiary education,30 to 34 years,Both sexes,55.0
2018,Manitoba,Total population,Tertiary education,30 to 34 years,Both sexes,58.0
2019,Manitoba,Total population,Tertiary education,30 to 34 years,Both sexes,57.0
2020,Manitoba,Total population,Tertiary education,30 to 34 years,Both sexes,56.0
2010,Manitoba,Total population,Tertiary education,30 to 34 years,Male,42.0
2011,Manitoba,Total population,Tertiary education,30 to 34 years,Male,45.0
2012,Manitoba,Total population,Tertiary education,30 to 34 years,Male,44.0
2013,Manitoba,Total population,Tertiary education,30 to 34 years,Male,41.0
2014,Manitoba,Total population,Tertiary education,30 to 34 years,Male,42.0
2015,Manitoba,Total population,Tertiary education,30 to 34 years,Male,45.0
2016,Manitoba,Total population,Tertiary education,30 to 34 years,Male,44.0
2017,Manitoba,Total population,Tertiary education,30 to 34 years,Male,49.0
2018,Manitoba,Total population,Tertiary education,30 to 34 years,Male,51.0
2019,Manitoba,Total population,Tertiary education,30 to 34 years,Male,51.0
2020,Manitoba,Total population,Tertiary education,30 to 34 years,Male,47.0
2010,Manitoba,Total population,Tertiary education,30 to 34 years,Female,58.0
2011,Manitoba,Total population,Tertiary education,30 to 34 years,Female,60.0
2012,Manitoba,Total population,Tertiary education,30 to 34 years,Female,59.0
2013,Manitoba,Total population,Tertiary education,30 to 34 years,Female,60.0
2014,Manitoba,Total population,Tertiary education,30 to 34 years,Female,62.0
2015,Manitoba,Total population,Tertiary education,30 to 34 years,Female,66.0
2016,Manitoba,Total population,Tertiary education,30 to 34 years,Female,63.0
2017,Manitoba,Total population,Tertiary education,30 to 34 years,Female,61.0
2018,Manitoba,Total population,Tertiary education,30 to 34 years,Female,64.0
2019,Manitoba,Total population,Tertiary education,30 to 34 years,Female,63.0
2020,Manitoba,Total population,Tertiary education,30 to 34 years,Female,65.0
2010,Manitoba,Total population,Tertiary education,35 to 44 years,Both sexes,49.0
2011,Manitoba,Total population,Tertiary education,35 to 44 years,Both sexes,49.0
2012,Manitoba,Total population,Tertiary education,35 to 44 years,Both sexes,50.0
2013,Manitoba,Total population,Tertiary education,35 to 44 years,Both sexes,49.0
2014,Manitoba,Total population,Tertiary education,35 to 44 years,Both sexes,52.0
2015,Manitoba,Total population,Tertiary education,35 to 44 years,Both sexes,54.0
2016,Manitoba,Total population,Tertiary education,35 to 44 years,Both sexes,55.0
2017,Manitoba,Total population,Tertiary education,35 to 44 years,Both sexes,56.0
2018,Manitoba,Total population,Tertiary education,35 to 44 years,Both sexes,59.0
2019,Manitoba,Total population,Tertiary education,35 to 44 years,Both sexes,61.0
2020,Manitoba,Total population,Tertiary education,35 to 44 years,Both sexes,61.0
2010,Manitoba,Total population,Tertiary education,35 to 44 years,Male,43.0
2011,Manitoba,Total population,Tertiary education,35 to 44 years,Male,43.0
2012,Manitoba,Total population,Tertiary education,35 to 44 years,Male,45.0
2013,Manitoba,Total population,Tertiary education,35 to 44 years,Male,42.0
2014,Manitoba,Total population,Tertiary education,35 to 44 years,Male,47.0
2015,Manitoba,Total population,Tertiary education,35 to 44 years,Male,46.0
2016,Manitoba,Total population,Tertiary education,35 to 44 years,Male,47.0
2017,Manitoba,Total population,Tertiary education,35 to 44 years,Male,50.0
2018,Manitoba,Total population,Tertiary education,35 to 44 years,Male,51.0
2019,Manitoba,Total population,Tertiary education,35 to 44 years,Male,52.0
2020,Manitoba,Total population,Tertiary education,35 to 44 years,Male,53.0
2010,Manitoba,Total population,Tertiary education,35 to 44 years,Female,55.0
2011,Manitoba,Total population,Tertiary education,35 to 44 years,Female,54.0
2012,Manitoba,Total population,Tertiary education,35 to 44 years,Female,56.0
2013,Manitoba,Total population,Tertiary education,35 to 44 years,Female,57.0
2014,Manitoba,Total population,Tertiary education,35 to 44 years,Female,57.0
2015,Manitoba,Total population,Tertiary education,35 to 44 years,Female,62.0
2016,Manitoba,Total population,Tertiary education,35 to 44 years,Female,63.0
2017,Manitoba,Total population,Tertiary education,35 to 44 years,Female,63.0
2018,Manitoba,Total population,Tertiary education,35 to 44 years,Female,67.0
2019,Manitoba,Total population,Tertiary education,35 to 44 years,Female,70.0
2020,Manitoba,Total population,Tertiary education,35 to 44 years,Female,70.0
2010,Manitoba,Total population,Tertiary education,45 to 54 years,Both sexes,43.0
2011,Manitoba,Total population,Tertiary education,45 to 54 years,Both sexes,45.0
2012,Manitoba,Total population,Tertiary education,45 to 54 years,Both sexes,45.0
2013,Manitoba,Total population,Tertiary education,45 to 54 years,Both sexes,44.0
2014,Manitoba,Total population,Tertiary education,45 to 54 years,Both sexes,44.0
2015,Manitoba,Total population,Tertiary education,45 to 54 years,Both sexes,50.0
2016,Manitoba,Total population,Tertiary education,45 to 54 years,Both sexes,50.0
2017,Manitoba,Total population,Tertiary education,45 to 54 years,Both sexes,52.0
2018,Manitoba,Total population,Tertiary education,45 to 54 years,Both sexes,52.0
2019,Manitoba,Total population,Tertiary education,45 to 54 years,Both sexes,55.0
2020,Manitoba,Total population,Tertiary education,45 to 54 years,Both sexes,57.0
2010,Manitoba,Total population,Tertiary education,45 to 54 years,Male,38.0
2011,Manitoba,Total population,Tertiary education,45 to 54 years,Male,41.0
2012,Manitoba,Total population,Tertiary education,45 to 54 years,Male,41.0
2013,Manitoba,Total population,Tertiary education,45 to 54 years,Male,38.0
2014,Manitoba,Total population,Tertiary education,45 to 54 years,Male,37.0
2015,Manitoba,Total population,Tertiary education,45 to 54 years,Male,44.0
2016,Manitoba,Total population,Tertiary education,45 to 54 years,Male,43.0
2017,Manitoba,Total population,Tertiary education,45 to 54 years,Male,46.0
2018,Manitoba,Total population,Tertiary education,45 to 54 years,Male,45.0
2019,Manitoba,Total population,Tertiary education,45 to 54 years,Male,50.0
2020,Manitoba,Total population,Tertiary education,45 to 54 years,Male,51.0
2010,Manitoba,Total population,Tertiary education,45 to 54 years,Female,49.0
2011,Manitoba,Total population,Tertiary education,45 to 54 years,Female,49.0
2012,Manitoba,Total population,Tertiary education,45 to 54 years,Female,49.0
2013,Manitoba,Total population,Tertiary education,45 to 54 years,Female,50.0
2014,Manitoba,Total population,Tertiary education,45 to 54 years,Female,52.0
2015,Manitoba,Total population,Tertiary education,45 to 54 years,Female,56.0
2016,Manitoba,Total population,Tertiary education,45 to 54 years,Female,56.0
2017,Manitoba,Total population,Tertiary education,45 to 54 years,Female,58.0
2018,Manitoba,Total population,Tertiary education,45 to 54 years,Female,59.0
2019,Manitoba,Total population,Tertiary education,45 to 54 years,Female,60.0
2020,Manitoba,Total population,Tertiary education,45 to 54 years,Female,64.0
2010,Manitoba,Total population,Tertiary education,55 to 64 years,Both sexes,40.0
2011,Manitoba,Total population,Tertiary education,55 to 64 years,Both sexes,41.0
2012,Manitoba,Total population,Tertiary education,55 to 64 years,Both sexes,40.0
2013,Manitoba,Total population,Tertiary education,55 to 64 years,Both sexes,40.0
2014,Manitoba,Total population,Tertiary education,55 to 64 years,Both sexes,42.0
2015,Manitoba,Total population,Tertiary education,55 to 64 years,Both sexes,44.0
2016,Manitoba,Total population,Tertiary education,55 to 64 years,Both sexes,43.0
2017,Manitoba,Total population,Tertiary education,55 to 64 years,Both sexes,44.0
2018,Manitoba,Total population,Tertiary education,55 to 64 years,Both sexes,46.0
2019,Manitoba,Total population,Tertiary education,55 to 64 years,Both sexes,47.0
2020,Manitoba,Total population,Tertiary education,55 to 64 years,Both sexes,48.0
2010,Manitoba,Total population,Tertiary education,55 to 64 years,Male,37.0
2011,Manitoba,Total population,Tertiary education,55 to 64 years,Male,37.0
2012,Manitoba,Total population,Tertiary education,55 to 64 years,Male,36.0
2013,Manitoba,Total population,Tertiary education,55 to 64 years,Male,36.0
2014,Manitoba,Total population,Tertiary education,55 to 64 years,Male,38.0
2015,Manitoba,Total population,Tertiary education,55 to 64 years,Male,39.0
2016,Manitoba,Total population,Tertiary education,55 to 64 years,Male,39.0
2017,Manitoba,Total population,Tertiary education,55 to 64 years,Male,38.0
2018,Manitoba,Total population,Tertiary education,55 to 64 years,Male,42.0
2019,Manitoba,Total population,Tertiary education,55 to 64 years,Male,44.0
2020,Manitoba,Total population,Tertiary education,55 to 64 years,Male,44.0
2010,Manitoba,Total population,Tertiary education,55 to 64 years,Female,43.0
2011,Manitoba,Total population,Tertiary education,55 to 64 years,Female,46.0
2012,Manitoba,Total population,Tertiary education,55 to 64 years,Female,44.0
2013,Manitoba,Total population,Tertiary education,55 to 64 years,Female,44.0
2014,Manitoba,Total population,Tertiary education,55 to 64 years,Female,46.0
2015,Manitoba,Total population,Tertiary education,55 to 64 years,Female,49.0
2016,Manitoba,Total population,Tertiary education,55 to 64 years,Female,48.0
2017,Manitoba,Total population,Tertiary education,55 to 64 years,Female,50.0
2018,Manitoba,Total population,Tertiary education,55 to 64 years,Female,51.0
2019,Manitoba,Total population,Tertiary education,55 to 64 years,Female,50.0
2020,Manitoba,Total population,Tertiary education,55 to 64 years,Female,51.0
2010,Manitoba,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Both sexes,22.0
2011,Manitoba,Total population,Short-cycle tertiary,"Total, 25 to 64 years",Both sexes,23.0
