Year,Géographie,Sexe,Groupe d'âge,Caractéristiques démographiques déterminées,Value
2016,Ontario,Femmes,65 à 74 ans,"Total, toutes les personnes",73.3
2016,Ontario,Femmes,65 à 74 ans,Non-immigrants,75.9
2016,Ontario,Femmes,65 à 74 ans,Immigrants,69.9
2016,Ontario,Femmes,65 à 74 ans,Résidents non permanents,61.4
2016,Ontario,Femmes,65 à 74 ans,Total de la population des minorités visibles,70.1
2016,Ontario,Femmes,65 à 74 ans,Pas une minorité visible,74.0
2016,Ontario,Femmes,65 à 74 ans,Total identité autochtone,57.3
2016,Ontario,Femmes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),54.3
2016,Ontario,Femmes,65 à 74 ans,Métis,60.8
2016,Ontario,Femmes,65 à 74 ans,Inuk (Inuit),58.3
2016,Ontario,Femmes,65 à 74 ans,Identité non autochtone,73.6
2016,Ontario,Femmes,75 ans et plus,"Total, toutes les personnes",55.1
2016,Ontario,Femmes,75 ans et plus,Non-immigrants,59.7
2016,Ontario,Femmes,75 ans et plus,Immigrants,49.8
2016,Ontario,Femmes,75 ans et plus,Résidents non permanents,46.5
2016,Ontario,Femmes,75 ans et plus,Total de la population des minorités visibles,50.9
2016,Ontario,Femmes,75 ans et plus,Pas une minorité visible,55.9
2016,Ontario,Femmes,75 ans et plus,Total identité autochtone,36.5
2016,Ontario,Femmes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),32.9
2016,Ontario,Femmes,75 ans et plus,Métis,41.0
2016,Ontario,Femmes,75 ans et plus,Inuk (Inuit),28.6
2016,Ontario,Femmes,75 ans et plus,Identité non autochtone,55.3
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",75.3
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,74.0
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Immigrants,79.1
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,90.6
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,84.3
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,73.5
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Total identité autochtone,55.2
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),44.6
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Métis,68.1
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),59.2
2016,Manitoba,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Identité non autochtone,78.9
2016,Manitoba,Les deux sexes,15 à 24 ans,"Total, toutes les personnes",59.3
2016,Manitoba,Les deux sexes,15 à 24 ans,Non-immigrants,57.8
2016,Manitoba,Les deux sexes,15 à 24 ans,Immigrants,60.3
2016,Manitoba,Les deux sexes,15 à 24 ans,Résidents non permanents,87.7
2016,Manitoba,Les deux sexes,15 à 24 ans,Total de la population des minorités visibles,67.8
2016,Manitoba,Les deux sexes,15 à 24 ans,Pas une minorité visible,57.0
2016,Manitoba,Les deux sexes,15 à 24 ans,Total identité autochtone,39.4
2016,Manitoba,Les deux sexes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),29.6
2016,Manitoba,Les deux sexes,15 à 24 ans,Métis,55.1
2016,Manitoba,Les deux sexes,15 à 24 ans,Inuk (Inuit),52.2
2016,Manitoba,Les deux sexes,15 à 24 ans,Identité non autochtone,65.6
2016,Manitoba,Les deux sexes,25 à 64 ans,"Total, toutes les personnes",83.2
2016,Manitoba,Les deux sexes,25 à 64 ans,Non-immigrants,82.0
2016,Manitoba,Les deux sexes,25 à 64 ans,Immigrants,86.6
2016,Manitoba,Les deux sexes,25 à 64 ans,Résidents non permanents,93.5
2016,Manitoba,Les deux sexes,25 à 64 ans,Total de la population des minorités visibles,91.2
2016,Manitoba,Les deux sexes,25 à 64 ans,Pas une minorité visible,81.4
2016,Manitoba,Les deux sexes,25 à 64 ans,Total identité autochtone,63.4
2016,Manitoba,Les deux sexes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),52.8
2016,Manitoba,Les deux sexes,25 à 64 ans,Métis,75.6
2016,Manitoba,Les deux sexes,25 à 64 ans,Inuk (Inuit),63.3
2016,Manitoba,Les deux sexes,25 à 64 ans,Identité non autochtone,86.8
2016,Manitoba,Les deux sexes,65 à 74 ans,"Total, toutes les personnes",67.8
2016,Manitoba,Les deux sexes,65 à 74 ans,Non-immigrants,66.9
2016,Manitoba,Les deux sexes,65 à 74 ans,Immigrants,71.4
2016,Manitoba,Les deux sexes,65 à 74 ans,Résidents non permanents,43.8
2016,Manitoba,Les deux sexes,65 à 74 ans,Total de la population des minorités visibles,73.9
2016,Manitoba,Les deux sexes,65 à 74 ans,Pas une minorité visible,67.2
2016,Manitoba,Les deux sexes,65 à 74 ans,Total identité autochtone,44.8
2016,Manitoba,Les deux sexes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),34.6
2016,Manitoba,Les deux sexes,65 à 74 ans,Métis,52.8
2016,Manitoba,Les deux sexes,65 à 74 ans,Inuk (Inuit),75.0
2016,Manitoba,Les deux sexes,65 à 74 ans,Identité non autochtone,69.9
2016,Manitoba,Les deux sexes,75 ans et plus,"Total, toutes les personnes",52.2
2016,Manitoba,Les deux sexes,75 ans et plus,Non-immigrants,51.9
2016,Manitoba,Les deux sexes,75 ans et plus,Immigrants,52.9
2016,Manitoba,Les deux sexes,75 ans et plus,Résidents non permanents,50.0
2016,Manitoba,Les deux sexes,75 ans et plus,Total de la population des minorités visibles,55.0
2016,Manitoba,Les deux sexes,75 ans et plus,Pas une minorité visible,52.0
2016,Manitoba,Les deux sexes,75 ans et plus,Total identité autochtone,24.3
2016,Manitoba,Les deux sexes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),16.8
2016,Manitoba,Les deux sexes,75 ans et plus,Métis,29.3
2016,Manitoba,Les deux sexes,75 ans et plus,Inuk (Inuit),0.0
2016,Manitoba,Les deux sexes,75 ans et plus,Identité non autochtone,53.5
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",73.0
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,70.9
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus",Immigrants,79.4
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,91.1
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,84.7
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,70.6
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus",Total identité autochtone,50.2
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),38.7
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus",Métis,63.9
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),51.4
2016,Manitoba,Hommes,"Total, personnes âgées de 15 ans et plus",Identité non autochtone,77.0
2016,Manitoba,Hommes,15 à 24 ans,"Total, toutes les personnes",57.9
2016,Manitoba,Hommes,15 à 24 ans,Non-immigrants,56.0
2016,Manitoba,Hommes,15 à 24 ans,Immigrants,59.0
2016,Manitoba,Hommes,15 à 24 ans,Résidents non permanents,88.5
2016,Manitoba,Hommes,15 à 24 ans,Total de la population des minorités visibles,67.6
2016,Manitoba,Hommes,15 à 24 ans,Pas une minorité visible,55.2
2016,Manitoba,Hommes,15 à 24 ans,Total identité autochtone,36.9
2016,Manitoba,Hommes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),27.3
2016,Manitoba,Hommes,15 à 24 ans,Métis,52.1
2016,Manitoba,Hommes,15 à 24 ans,Inuk (Inuit),33.3
2016,Manitoba,Hommes,15 à 24 ans,Identité non autochtone,64.4
2016,Manitoba,Hommes,25 à 64 ans,"Total, toutes les personnes",80.1
2016,Manitoba,Hommes,25 à 64 ans,Non-immigrants,78.2
2016,Manitoba,Hommes,25 à 64 ans,Immigrants,86.2
2016,Manitoba,Hommes,25 à 64 ans,Résidents non permanents,93.7
2016,Manitoba,Hommes,25 à 64 ans,Total de la population des minorités visibles,91.3
2016,Manitoba,Hommes,25 à 64 ans,Pas une minorité visible,77.7
2016,Manitoba,Hommes,25 à 64 ans,Total identité autochtone,57.4
2016,Manitoba,Hommes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),45.3
2016,Manitoba,Hommes,25 à 64 ans,Métis,70.7
2016,Manitoba,Hommes,25 à 64 ans,Inuk (Inuit),61.9
2016,Manitoba,Hommes,25 à 64 ans,Identité non autochtone,84.0
2016,Manitoba,Hommes,65 à 74 ans,"Total, toutes les personnes",66.3
2016,Manitoba,Hommes,65 à 74 ans,Non-immigrants,64.4
2016,Manitoba,Hommes,65 à 74 ans,Immigrants,73.8
2016,Manitoba,Hommes,65 à 74 ans,Résidents non permanents,50.0
2016,Manitoba,Hommes,65 à 74 ans,Total de la population des minorités visibles,79.2
2016,Manitoba,Hommes,65 à 74 ans,Pas une minorité visible,65.1
2016,Manitoba,Hommes,65 à 74 ans,Total identité autochtone,42.2
2016,Manitoba,Hommes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),32.1
2016,Manitoba,Hommes,65 à 74 ans,Métis,50.2
2016,Manitoba,Hommes,65 à 74 ans,Inuk (Inuit),66.7
2016,Manitoba,Hommes,65 à 74 ans,Identité non autochtone,68.4
2016,Manitoba,Hommes,75 ans et plus,"Total, toutes les personnes",51.5
2016,Manitoba,Hommes,75 ans et plus,Non-immigrants,49.2
2016,Manitoba,Hommes,75 ans et plus,Immigrants,59.5
2016,Manitoba,Hommes,75 ans et plus,Résidents non permanents,60.0
2016,Manitoba,Hommes,75 ans et plus,Total de la population des minorités visibles,66.8
2016,Manitoba,Hommes,75 ans et plus,Pas une minorité visible,50.5
2016,Manitoba,Hommes,75 ans et plus,Total identité autochtone,22.9
2016,Manitoba,Hommes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),13.3
2016,Manitoba,Hommes,75 ans et plus,Métis,28.0
2016,Manitoba,Hommes,75 ans et plus,Inuk (Inuit),0.0
2016,Manitoba,Hommes,75 ans et plus,Identité non autochtone,52.8
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",77.5
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,77.0
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus",Immigrants,78.8
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,89.9
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,83.9
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,76.2
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus",Total identité autochtone,59.6
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),49.8
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus",Métis,72.1
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),65.9
2016,Manitoba,Femmes,"Total, personnes âgées de 15 ans et plus",Identité non autochtone,80.9
2016,Manitoba,Femmes,15 à 24 ans,"Total, toutes les personnes",60.7
2016,Manitoba,Femmes,15 à 24 ans,Non-immigrants,59.6
2016,Manitoba,Femmes,15 à 24 ans,Immigrants,61.8
2016,Manitoba,Femmes,15 à 24 ans,Résidents non permanents,86.2
2016,Manitoba,Femmes,15 à 24 ans,Total de la population des minorités visibles,68.1
2016,Manitoba,Femmes,15 à 24 ans,Pas une minorité visible,58.8
2016,Manitoba,Femmes,15 à 24 ans,Total identité autochtone,42.0
2016,Manitoba,Femmes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),31.9
2016,Manitoba,Femmes,15 à 24 ans,Métis,58.0
2016,Manitoba,Femmes,15 à 24 ans,Inuk (Inuit),72.7
2016,Manitoba,Femmes,15 à 24 ans,Identité non autochtone,66.9
2016,Manitoba,Femmes,25 à 64 ans,"Total, toutes les personnes",86.1
2016,Manitoba,Femmes,25 à 64 ans,Non-immigrants,85.8
2016,Manitoba,Femmes,25 à 64 ans,Immigrants,87.0
2016,Manitoba,Femmes,25 à 64 ans,Résidents non permanents,93.4
2016,Manitoba,Femmes,25 à 64 ans,Total de la population des minorités visibles,91.1
2016,Manitoba,Femmes,25 à 64 ans,Pas une minorité visible,85.0
2016,Manitoba,Femmes,25 à 64 ans,Total identité autochtone,68.6
2016,Manitoba,Femmes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),59.2
2016,Manitoba,Femmes,25 à 64 ans,Métis,80.2
2016,Manitoba,Femmes,25 à 64 ans,Inuk (Inuit),65.5
2016,Manitoba,Femmes,25 à 64 ans,Identité non autochtone,89.5
2016,Manitoba,Femmes,65 à 74 ans,"Total, toutes les personnes",69.2
2016,Manitoba,Femmes,65 à 74 ans,Non-immigrants,69.3
2016,Manitoba,Femmes,65 à 74 ans,Immigrants,69.1
2016,Manitoba,Femmes,65 à 74 ans,Résidents non permanents,37.5
2016,Manitoba,Femmes,65 à 74 ans,Total de la population des minorités visibles,69.4
2016,Manitoba,Femmes,65 à 74 ans,Pas une minorité visible,69.2
2016,Manitoba,Femmes,65 à 74 ans,Total identité autochtone,46.9
2016,Manitoba,Femmes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),36.8
2016,Manitoba,Femmes,65 à 74 ans,Métis,55.6
2016,Manitoba,Femmes,65 à 74 ans,Inuk (Inuit),100.0
2016,Manitoba,Femmes,65 à 74 ans,Identité non autochtone,71.3
2016,Manitoba,Femmes,75 ans et plus,"Total, toutes les personnes",52.7
2016,Manitoba,Femmes,75 ans et plus,Non-immigrants,54.0
2016,Manitoba,Femmes,75 ans et plus,Immigrants,47.9
2016,Manitoba,Femmes,75 ans et plus,Résidents non permanents,45.5
2016,Manitoba,Femmes,75 ans et plus,Total de la population des minorités visibles,46.1
2016,Manitoba,Femmes,75 ans et plus,Pas une minorité visible,53.1
2016,Manitoba,Femmes,75 ans et plus,Total identité autochtone,25.3
2016,Manitoba,Femmes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),18.4
2016,Manitoba,Femmes,75 ans et plus,Métis,30.6
2016,Manitoba,Femmes,75 ans et plus,Inuk (Inuit),0.0
2016,Manitoba,Femmes,75 ans et plus,Identité non autochtone,54.1
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",76.7
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,75.6
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Immigrants,83.5
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,92.1
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,85.0
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,75.8
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Total identité autochtone,57.2
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),50.2
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Métis,69.0
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),67.3
2016,Saskatchewan,Les deux sexes,"Total, personnes âgées de 15 ans et plus",Identité non autochtone,79.8
2016,Saskatchewan,Les deux sexes,15 à 24 ans,"Total, toutes les personnes",58.4
2016,Saskatchewan,Les deux sexes,15 à 24 ans,Non-immigrants,57.7
2016,Saskatchewan,Les deux sexes,15 à 24 ans,Immigrants,59.3
2016,Saskatchewan,Les deux sexes,15 à 24 ans,Résidents non permanents,83.1
2016,Saskatchewan,Les deux sexes,15 à 24 ans,Total de la population des minorités visibles,64.2
2016,Saskatchewan,Les deux sexes,15 à 24 ans,Pas une minorité visible,57.5
2016,Saskatchewan,Les deux sexes,15 à 24 ans,Total identité autochtone,40.7
2016,Saskatchewan,Les deux sexes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),35.1
2016,Saskatchewan,Les deux sexes,15 à 24 ans,Métis,52.8
2016,Saskatchewan,Les deux sexes,15 à 24 ans,Inuk (Inuit),66.7
2016,Saskatchewan,Les deux sexes,15 à 24 ans,Identité non autochtone,63.8
2016,Saskatchewan,Les deux sexes,25 à 64 ans,"Total, toutes les personnes",85.5
2016,Saskatchewan,Les deux sexes,25 à 64 ans,Non-immigrants,84.6
2016,Saskatchewan,Les deux sexes,25 à 64 ans,Immigrants,90.3
2016,Saskatchewan,Les deux sexes,25 à 64 ans,Résidents non permanents,96.0
2016,Saskatchewan,Les deux sexes,25 à 64 ans,Total de la population des minorités visibles,91.5
2016,Saskatchewan,Les deux sexes,25 à 64 ans,Pas une minorité visible,84.7
2016,Saskatchewan,Les deux sexes,25 à 64 ans,Total identité autochtone,66.0
2016,Saskatchewan,Les deux sexes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),58.7
2016,Saskatchewan,Les deux sexes,25 à 64 ans,Métis,77.5
2016,Saskatchewan,Les deux sexes,25 à 64 ans,Inuk (Inuit),67.6
2016,Saskatchewan,Les deux sexes,25 à 64 ans,Identité non autochtone,88.5
2016,Saskatchewan,Les deux sexes,65 à 74 ans,"Total, toutes les personnes",69.5
2016,Saskatchewan,Les deux sexes,65 à 74 ans,Non-immigrants,68.6
2016,Saskatchewan,Les deux sexes,65 à 74 ans,Immigrants,79.0
2016,Saskatchewan,Les deux sexes,65 à 74 ans,Résidents non permanents,70.6
2016,Saskatchewan,Les deux sexes,65 à 74 ans,Total de la population des minorités visibles,72.3
2016,Saskatchewan,Les deux sexes,65 à 74 ans,Pas une minorité visible,69.3
2016,Saskatchewan,Les deux sexes,65 à 74 ans,Total identité autochtone,46.3
2016,Saskatchewan,Les deux sexes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),39.2
2016,Saskatchewan,Les deux sexes,65 à 74 ans,Métis,54.1
2016,Saskatchewan,Les deux sexes,65 à 74 ans,Inuk (Inuit),100.0
2016,Saskatchewan,Les deux sexes,65 à 74 ans,Identité non autochtone,71.1
2016,Saskatchewan,Les deux sexes,75 ans et plus,"Total, toutes les personnes",49.0
2016,Saskatchewan,Les deux sexes,75 ans et plus,Non-immigrants,48.0
2016,Saskatchewan,Les deux sexes,75 ans et plus,Immigrants,59.2
2016,Saskatchewan,Les deux sexes,75 ans et plus,Résidents non permanents,41.7
2016,Saskatchewan,Les deux sexes,75 ans et plus,Total de la population des minorités visibles,60.1
2016,Saskatchewan,Les deux sexes,75 ans et plus,Pas une minorité visible,48.7
2016,Saskatchewan,Les deux sexes,75 ans et plus,Total identité autochtone,25.7
2016,Saskatchewan,Les deux sexes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),19.3
2016,Saskatchewan,Les deux sexes,75 ans et plus,Métis,31.5
2016,Saskatchewan,Les deux sexes,75 ans et plus,Inuk (Inuit),100.0
2016,Saskatchewan,Les deux sexes,75 ans et plus,Identité non autochtone,49.9
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",73.6
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,72.0
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus",Immigrants,83.5
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,92.6
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,85.5
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,72.3
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus",Total identité autochtone,51.0
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),43.1
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus",Métis,63.6
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),80.0
2016,Saskatchewan,Hommes,"Total, personnes âgées de 15 ans et plus",Identité non autochtone,77.1
2016,Saskatchewan,Hommes,15 à 24 ans,"Total, toutes les personnes",56.9
2016,Saskatchewan,Hommes,15 à 24 ans,Non-immigrants,55.9
2016,Saskatchewan,Hommes,15 à 24 ans,Immigrants,58.6
2016,Saskatchewan,Hommes,15 à 24 ans,Résidents non permanents,85.2
2016,Saskatchewan,Hommes,15 à 24 ans,Total de la population des minorités visibles,64.5
2016,Saskatchewan,Hommes,15 à 24 ans,Pas une minorité visible,55.8
2016,Saskatchewan,Hommes,15 à 24 ans,Total identité autochtone,37.0
2016,Saskatchewan,Hommes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),31.5
2016,Saskatchewan,Hommes,15 à 24 ans,Métis,48.3
2016,Saskatchewan,Hommes,15 à 24 ans,Inuk (Inuit),85.7
2016,Saskatchewan,Hommes,15 à 24 ans,Identité non autochtone,62.8
2016,Saskatchewan,Hommes,25 à 64 ans,"Total, toutes les personnes",81.9
2016,Saskatchewan,Hommes,25 à 64 ans,Non-immigrants,80.4
2016,Saskatchewan,Hommes,25 à 64 ans,Immigrants,90.2
2016,Saskatchewan,Hommes,25 à 64 ans,Résidents non permanents,95.6
2016,Saskatchewan,Hommes,25 à 64 ans,Total de la population des minorités visibles,91.8
2016,Saskatchewan,Hommes,25 à 64 ans,Pas une minorité visible,80.6
2016,Saskatchewan,Hommes,25 à 64 ans,Total identité autochtone,58.8
2016,Saskatchewan,Hommes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),50.2
2016,Saskatchewan,Hommes,25 à 64 ans,Métis,71.9
2016,Saskatchewan,Hommes,25 à 64 ans,Inuk (Inuit),76.9
2016,Saskatchewan,Hommes,25 à 64 ans,Identité non autochtone,85.2
2016,Saskatchewan,Hommes,65 à 74 ans,"Total, toutes les personnes",66.1
2016,Saskatchewan,Hommes,65 à 74 ans,Non-immigrants,64.7
2016,Saskatchewan,Hommes,65 à 74 ans,Immigrants,81.0
2016,Saskatchewan,Hommes,65 à 74 ans,Résidents non permanents,57.1
2016,Saskatchewan,Hommes,65 à 74 ans,Total de la population des minorités visibles,78.7
2016,Saskatchewan,Hommes,65 à 74 ans,Pas une minorité visible,65.7
2016,Saskatchewan,Hommes,65 à 74 ans,Total identité autochtone,40.9
2016,Saskatchewan,Hommes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),34.3
2016,Saskatchewan,Hommes,65 à 74 ans,Métis,47.1
2016,Saskatchewan,Hommes,65 à 74 ans,Inuk (Inuit),0.0
2016,Saskatchewan,Hommes,65 à 74 ans,Identité non autochtone,67.9
2016,Saskatchewan,Hommes,75 ans et plus,"Total, toutes les personnes",44.8
2016,Saskatchewan,Hommes,75 ans et plus,Non-immigrants,43.3
2016,Saskatchewan,Hommes,75 ans et plus,Immigrants,60.1
2016,Saskatchewan,Hommes,75 ans et plus,Résidents non permanents,50.0
2016,Saskatchewan,Hommes,75 ans et plus,Total de la population des minorités visibles,70.2
2016,Saskatchewan,Hommes,75 ans et plus,Pas une minorité visible,44.2
2016,Saskatchewan,Hommes,75 ans et plus,Total identité autochtone,25.6
2016,Saskatchewan,Hommes,75 ans et plus,Première Nation (Indien de l'Amérique du Nord),19.3
2016,Saskatchewan,Hommes,75 ans et plus,Métis,33.3
2016,Saskatchewan,Hommes,75 ans et plus,Inuk (Inuit),0.0
2016,Saskatchewan,Hommes,75 ans et plus,Identité non autochtone,45.5
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus","Total, toutes les personnes",79.7
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus",Non-immigrants,79.0
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus",Immigrants,83.5
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus",Résidents non permanents,91.5
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus",Total de la population des minorités visibles,84.5
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus",Pas une minorité visible,79.2
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus",Total identité autochtone,62.9
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus",Première Nation (Indien de l'Amérique du Nord),56.4
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus",Métis,74.1
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus",Inuk (Inuit),57.6
2016,Saskatchewan,Femmes,"Total, personnes âgées de 15 ans et plus",Identité non autochtone,82.5
2016,Saskatchewan,Femmes,15 à 24 ans,"Total, toutes les personnes",59.9
2016,Saskatchewan,Femmes,15 à 24 ans,Non-immigrants,59.4
2016,Saskatchewan,Femmes,15 à 24 ans,Immigrants,60.1
2016,Saskatchewan,Femmes,15 à 24 ans,Résidents non permanents,80.1
2016,Saskatchewan,Femmes,15 à 24 ans,Total de la population des minorités visibles,63.9
2016,Saskatchewan,Femmes,15 à 24 ans,Pas une minorité visible,59.3
2016,Saskatchewan,Femmes,15 à 24 ans,Total identité autochtone,44.5
2016,Saskatchewan,Femmes,15 à 24 ans,Première Nation (Indien de l'Amérique du Nord),38.6
2016,Saskatchewan,Femmes,15 à 24 ans,Métis,57.5
2016,Saskatchewan,Femmes,15 à 24 ans,Inuk (Inuit),33.3
2016,Saskatchewan,Femmes,15 à 24 ans,Identité non autochtone,64.8
2016,Saskatchewan,Femmes,25 à 64 ans,"Total, toutes les personnes",89.1
2016,Saskatchewan,Femmes,25 à 64 ans,Non-immigrants,88.8
2016,Saskatchewan,Femmes,25 à 64 ans,Immigrants,90.5
2016,Saskatchewan,Femmes,25 à 64 ans,Résidents non permanents,96.4
2016,Saskatchewan,Femmes,25 à 64 ans,Total de la population des minorités visibles,91.2
2016,Saskatchewan,Femmes,25 à 64 ans,Pas une minorité visible,88.8
2016,Saskatchewan,Femmes,25 à 64 ans,Total identité autochtone,72.2
2016,Saskatchewan,Femmes,25 à 64 ans,Première Nation (Indien de l'Amérique du Nord),66.0
2016,Saskatchewan,Femmes,25 à 64 ans,Métis,82.5
2016,Saskatchewan,Femmes,25 à 64 ans,Inuk (Inuit),66.7
2016,Saskatchewan,Femmes,25 à 64 ans,Identité non autochtone,92.0
2016,Saskatchewan,Femmes,65 à 74 ans,"Total, toutes les personnes",72.6
2016,Saskatchewan,Femmes,65 à 74 ans,Non-immigrants,72.3
2016,Saskatchewan,Femmes,65 à 74 ans,Immigrants,76.8
2016,Saskatchewan,Femmes,65 à 74 ans,Résidents non permanents,70.0
2016,Saskatchewan,Femmes,65 à 74 ans,Total de la population des minorités visibles,65.8
2016,Saskatchewan,Femmes,65 à 74 ans,Pas une minorité visible,72.9
2016,Saskatchewan,Femmes,65 à 74 ans,Total identité autochtone,51.4
2016,Saskatchewan,Femmes,65 à 74 ans,Première Nation (Indien de l'Amérique du Nord),43.3
2016,Saskatchewan,Femmes,65 à 74 ans,Métis,61.1
2016,Saskatchewan,Femmes,65 à 74 ans,Inuk (Inuit),0.0
2016,Saskatchewan,Femmes,65 à 74 ans,Identité non autochtone,74.2
2016,Saskatchewan,Femmes,75 ans et plus,"Total, toutes les personnes",52.2
