Year,Age at time of death,Sex,Leading causes of death,Value
2018,1 to 14 years,Both sexes,Accidents (unintentional injuries),2.5
2018,1 to 14 years,Both sexes,Intentional self-harm (suicide),1.3
2018,1 to 14 years,Males,Malignant neoplasms,2.4
2018,1 to 14 years,Males,Diabetes mellitus,0.0
2018,1 to 14 years,Males,Alzheimer's disease,0.0
2018,1 to 14 years,Males,Diseases of heart,0.3
2018,1 to 14 years,Males,Cerebrovascular diseases,0.2
2018,1 to 14 years,Males,Influenza and pneumonia,0.6
2018,1 to 14 years,Males,Chronic lower respiratory diseases,0.2
2018,1 to 14 years,Males,Chronic liver disease and cirrhosis,0.0
2018,1 to 14 years,Males,Accidents (unintentional injuries),2.8
2018,1 to 14 years,Males,Intentional self-harm (suicide),1.1
2018,1 to 14 years,Females,Malignant neoplasms,1.7
2018,1 to 14 years,Females,Diabetes mellitus,0.0
2018,1 to 14 years,Females,Alzheimer's disease,0.0
2018,1 to 14 years,Females,Diseases of heart,0.4
2018,1 to 14 years,Females,Cerebrovascular diseases,0.0
2018,1 to 14 years,Females,Influenza and pneumonia,0.5
2018,1 to 14 years,Females,Chronic lower respiratory diseases,0.1
2018,1 to 14 years,Females,Chronic liver disease and cirrhosis,0.0
2018,1 to 14 years,Females,Accidents (unintentional injuries),2.2
2018,1 to 14 years,Females,Intentional self-harm (suicide),2.9
2018,15 to 24,Both sexes,Malignant neoplasms,2.8
2018,15 to 24,Both sexes,Diabetes mellitus,0.4
2018,15 to 24,Both sexes,Alzheimer's disease,0.0
2018,15 to 24,Both sexes,Diseases of heart,1.1
2018,15 to 24,Both sexes,Cerebrovascular diseases,0.3
2018,15 to 24,Both sexes,Influenza and pneumonia,0.3
2018,15 to 24,Both sexes,Chronic lower respiratory diseases,0.1
2018,15 to 24,Both sexes,Chronic liver disease and cirrhosis,0.2
2018,15 to 24,Both sexes,Accidents (unintentional injuries),19.0
2018,15 to 24,Both sexes,Intentional self-harm (suicide),13.7
2018,15 to 24,Males,Malignant neoplasms,3.1
2018,15 to 24,Males,Diabetes mellitus,0.2
2018,15 to 24,Males,Alzheimer's disease,0.0
2018,15 to 24,Males,Diseases of heart,1.4
2018,15 to 24,Males,Cerebrovascular diseases,0.4
2018,15 to 24,Males,Influenza and pneumonia,0.4
2018,15 to 24,Males,Chronic lower respiratory diseases,0.2
2018,15 to 24,Males,Chronic liver disease and cirrhosis,0.1
2018,15 to 24,Males,Accidents (unintentional injuries),26.1
2018,15 to 24,Males,Intentional self-harm (suicide),19.4
2018,15 to 24,Females,Malignant neoplasms,2.3
2018,15 to 24,Females,Diabetes mellitus,0.5
2018,15 to 24,Females,Alzheimer's disease,0.0
2018,15 to 24,Females,Diseases of heart,0.8
2018,15 to 24,Females,Cerebrovascular diseases,0.2
2018,15 to 24,Females,Influenza and pneumonia,0.2
2018,15 to 24,Females,Chronic lower respiratory diseases,0.1
2018,15 to 24,Females,Chronic liver disease and cirrhosis,0.4
2018,15 to 24,Females,Accidents (unintentional injuries),11.5
2018,15 to 24,Females,Intentional self-harm (suicide),7.7
2018,25 to 34 years,Both sexes,Malignant neoplasms,7.1
2018,25 to 34 years,Both sexes,Diabetes mellitus,0.9
2018,25 to 34 years,Both sexes,Alzheimer's disease,0.0
2018,25 to 34 years,Both sexes,Diseases of heart,3.4
2018,25 to 34 years,Both sexes,Cerebrovascular diseases,0.4
2018,25 to 34 years,Both sexes,Influenza and pneumonia,0.6
2018,25 to 34 years,Both sexes,Chronic lower respiratory diseases,0.2
2018,25 to 34 years,Both sexes,Chronic liver disease and cirrhosis,1.1
2018,25 to 34 years,Both sexes,Accidents (unintentional injuries),33.5
2018,25 to 34 years,Both sexes,Intentional self-harm (suicide),13.4
2018,25 to 34 years,Males,Malignant neoplasms,6.4
2018,25 to 34 years,Males,Diabetes mellitus,1.0
2018,25 to 34 years,Males,Alzheimer's disease,0.1
2018,25 to 34 years,Males,Diseases of heart,4.4
2018,25 to 34 years,Males,Cerebrovascular diseases,0.4
2018,25 to 34 years,Males,Influenza and pneumonia,0.6
2018,25 to 34 years,Males,Chronic lower respiratory diseases,0.3
2018,25 to 34 years,Males,Chronic liver disease and cirrhosis,0.8
2018,25 to 34 years,Males,Accidents (unintentional injuries),49.7
2018,25 to 34 years,Males,Intentional self-harm (suicide),19.9
2018,25 to 34 years,Females,Malignant neoplasms,7.9
2018,25 to 34 years,Females,Diabetes mellitus,0.8
2018,25 to 34 years,Females,Alzheimer's disease,0.0
2018,25 to 34 years,Females,Diseases of heart,2.3
2018,25 to 34 years,Females,Cerebrovascular diseases,0.5
2018,25 to 34 years,Females,Influenza and pneumonia,0.7
2018,25 to 34 years,Females,Chronic lower respiratory diseases,0.2
2018,25 to 34 years,Females,Chronic liver disease and cirrhosis,1.3
2018,25 to 34 years,Females,Accidents (unintentional injuries),16.6
2018,25 to 34 years,Females,Intentional self-harm (suicide),6.6
2018,35 to 44 years,Both sexes,Malignant neoplasms,21.5
2018,35 to 44 years,Both sexes,Diabetes mellitus,2.2
2018,35 to 44 years,Both sexes,Alzheimer's disease,0.0
2018,35 to 44 years,Both sexes,Diseases of heart,9.6
2018,35 to 44 years,Both sexes,Cerebrovascular diseases,2.4
2018,35 to 44 years,Both sexes,Influenza and pneumonia,1.4
2018,35 to 44 years,Both sexes,Chronic lower respiratory diseases,0.5
2018,35 to 44 years,Both sexes,Chronic liver disease and cirrhosis,3.9
2018,35 to 44 years,Both sexes,Accidents (unintentional injuries),33.1
2018,35 to 44 years,Both sexes,Intentional self-harm (suicide),14.4
2018,35 to 44 years,Males,Malignant neoplasms,18.6
2018,35 to 44 years,Males,Diabetes mellitus,2.5
2018,35 to 44 years,Males,Alzheimer's disease,0.1
2018,35 to 44 years,Males,Diseases of heart,13.7
2018,35 to 44 years,Males,Cerebrovascular diseases,3.0
2018,35 to 44 years,Males,Influenza and pneumonia,1.6
2018,35 to 44 years,Males,Chronic lower respiratory diseases,0.6
2018,35 to 44 years,Males,Chronic liver disease and cirrhosis,4.3
2018,35 to 44 years,Males,Accidents (unintentional injuries),49.5
2018,35 to 44 years,Males,Intentional self-harm (suicide),22.2
2018,35 to 44 years,Females,Malignant neoplasms,24.4
2018,35 to 44 years,Females,Diabetes mellitus,1.8
2018,35 to 44 years,Females,Alzheimer's disease,0.0
2018,35 to 44 years,Females,Diseases of heart,5.5
2018,35 to 44 years,Females,Cerebrovascular diseases,1.7
2018,35 to 44 years,Females,Influenza and pneumonia,1.2
2018,35 to 44 years,Females,Chronic lower respiratory diseases,0.3
2018,35 to 44 years,Females,Chronic liver disease and cirrhosis,3.6
2018,35 to 44 years,Females,Accidents (unintentional injuries),16.8
2018,35 to 44 years,Females,Intentional self-harm (suicide),6.8
2018,45 to 54 years,Both sexes,Malignant neoplasms,76.4
2018,45 to 54 years,Both sexes,Diabetes mellitus,6.8
2018,45 to 54 years,Both sexes,Alzheimer's disease,0.1
2018,45 to 54 years,Both sexes,Diseases of heart,34.4
2018,45 to 54 years,Both sexes,Cerebrovascular diseases,6.0
2018,45 to 54 years,Both sexes,Influenza and pneumonia,3.9
2018,45 to 54 years,Both sexes,Chronic lower respiratory diseases,3.4
2018,45 to 54 years,Both sexes,Chronic liver disease and cirrhosis,9.8
2018,45 to 54 years,Both sexes,Accidents (unintentional injuries),35.2
2018,45 to 54 years,Both sexes,Intentional self-harm (suicide),18.6
2018,45 to 54 years,Males,Malignant neoplasms,72.3
2018,45 to 54 years,Males,Diabetes mellitus,9.3
2018,45 to 54 years,Males,Alzheimer's disease,0.1
2018,45 to 54 years,Males,Diseases of heart,53.7
2018,45 to 54 years,Males,Cerebrovascular diseases,7.0
2018,45 to 54 years,Males,Influenza and pneumonia,4.3
2018,45 to 54 years,Males,Chronic lower respiratory diseases,3.1
2018,45 to 54 years,Males,Chronic liver disease and cirrhosis,12.8
2018,45 to 54 years,Males,Accidents (unintentional injuries),52.1
2018,45 to 54 years,Males,Intentional self-harm (suicide),28.0
2018,45 to 54 years,Females,Malignant neoplasms,80.5
2018,45 to 54 years,Females,Diabetes mellitus,4.4
2018,45 to 54 years,Females,Alzheimer's disease,0.2
2018,45 to 54 years,Females,Diseases of heart,15.4
2018,45 to 54 years,Females,Cerebrovascular diseases,5.1
2018,45 to 54 years,Females,Influenza and pneumonia,3.4
2018,45 to 54 years,Females,Chronic lower respiratory diseases,3.7
2018,45 to 54 years,Females,Chronic liver disease and cirrhosis,6.8
2018,45 to 54 years,Females,Accidents (unintentional injuries),18.5
2018,45 to 54 years,Females,Intentional self-harm (suicide),9.4
2018,55 to 64 years,Both sexes,Malignant neoplasms,249.3
2018,55 to 64 years,Both sexes,Diabetes mellitus,15.6
2018,55 to 64 years,Both sexes,Alzheimer's disease,1.2
2018,55 to 64 years,Both sexes,Diseases of heart,98.3
2018,55 to 64 years,Both sexes,Cerebrovascular diseases,16.1
2018,55 to 64 years,Both sexes,Influenza and pneumonia,9.0
2018,55 to 64 years,Both sexes,Chronic lower respiratory diseases,20.8
2018,55 to 64 years,Both sexes,Chronic liver disease and cirrhosis,20.2
2018,55 to 64 years,Both sexes,Accidents (unintentional injuries),35.3
2018,55 to 64 years,Both sexes,Intentional self-harm (suicide),16.7
2018,55 to 64 years,Males,Malignant neoplasms,266.6
2018,55 to 64 years,Males,Diabetes mellitus,20.2
2018,55 to 64 years,Males,Alzheimer's disease,1.1
2018,55 to 64 years,Males,Diseases of heart,147.6
2018,55 to 64 years,Males,Cerebrovascular diseases,19.4
2018,55 to 64 years,Males,Influenza and pneumonia,10.9
2018,55 to 64 years,Males,Chronic lower respiratory diseases,22.8
2018,55 to 64 years,Males,Chronic liver disease and cirrhosis,27.6
2018,55 to 64 years,Males,Accidents (unintentional injuries),53.4
2018,55 to 64 years,Males,Intentional self-harm (suicide),25.6
2018,55 to 64 years,Females,Malignant neoplasms,232.3
2018,55 to 64 years,Females,Diabetes mellitus,11.0
2018,55 to 64 years,Females,Alzheimer's disease,1.4
2018,55 to 64 years,Females,Diseases of heart,49.9
2018,55 to 64 years,Females,Cerebrovascular diseases,12.8
2018,55 to 64 years,Females,Influenza and pneumonia,7.1
2018,55 to 64 years,Females,Chronic lower respiratory diseases,18.9
2018,55 to 64 years,Females,Chronic liver disease and cirrhosis,12.9
2018,55 to 64 years,Females,Accidents (unintentional injuries),17.6
2018,55 to 64 years,Females,Intentional self-harm (suicide),7.9
2018,65 to 74 years,Both sexes,Malignant neoplasms,593.5
2018,65 to 74 years,Both sexes,Diabetes mellitus,43.5
2018,65 to 74 years,Both sexes,Alzheimer's disease,9.8
2018,65 to 74 years,Both sexes,Diseases of heart,244.5
2018,65 to 74 years,Both sexes,Cerebrovascular diseases,48.9
2018,65 to 74 years,Both sexes,Influenza and pneumonia,23.7
2018,65 to 74 years,Both sexes,Chronic lower respiratory diseases,79.4
2018,65 to 74 years,Both sexes,Chronic liver disease and cirrhosis,26.8
2018,65 to 74 years,Both sexes,Accidents (unintentional injuries),38.4
2018,65 to 74 years,Both sexes,Intentional self-harm (suicide),11.5
2018,65 to 74 years,Males,Malignant neoplasms,681.7
2018,65 to 74 years,Males,Diabetes mellitus,57.6
2018,65 to 74 years,Males,Alzheimer's disease,9.2
2018,65 to 74 years,Males,Diseases of heart,343.9
2018,65 to 74 years,Males,Cerebrovascular diseases,57.5
2018,65 to 74 years,Males,Influenza and pneumonia,29.9
2018,65 to 74 years,Males,Chronic lower respiratory diseases,85.8
2018,65 to 74 years,Males,Chronic liver disease and cirrhosis,36.1
2018,65 to 74 years,Males,Accidents (unintentional injuries),50.3
2018,65 to 74 years,Males,Intentional self-harm (suicide),17.8
2018,65 to 74 years,Females,Malignant neoplasms,511.0
2018,65 to 74 years,Females,Diabetes mellitus,30.3
2018,65 to 74 years,Females,Alzheimer's disease,10.3
2018,65 to 74 years,Females,Diseases of heart,151.5
2018,65 to 74 years,Females,Cerebrovascular diseases,40.9
2018,65 to 74 years,Females,Influenza and pneumonia,18.0
2018,65 to 74 years,Females,Chronic lower respiratory diseases,73.5
2018,65 to 74 years,Females,Chronic liver disease and cirrhosis,18.1
2018,65 to 74 years,Females,Accidents (unintentional injuries),27.2
2018,65 to 74 years,Females,Intentional self-harm (suicide),5.7
2018,75 to 84 years,Both sexes,Malignant neoplasms,1222.8
2018,75 to 84 years,Both sexes,Diabetes mellitus,100.0
2018,75 to 84 years,Both sexes,Alzheimer's disease,86.8
2018,75 to 84 years,Both sexes,Diseases of heart,702.1
2018,75 to 84 years,Both sexes,Cerebrovascular diseases,200.2
2018,75 to 84 years,Both sexes,Influenza and pneumonia,99.1
2018,75 to 84 years,Both sexes,Chronic lower respiratory diseases,232.2
2018,75 to 84 years,Both sexes,Chronic liver disease and cirrhosis,31.1
2018,75 to 84 years,Both sexes,Accidents (unintentional injuries),115.3
2018,75 to 84 years,Both sexes,Intentional self-harm (suicide),11.7
2018,75 to 84 years,Males,Malignant neoplasms,1481.8
2018,75 to 84 years,Males,Diabetes mellitus,124.2
2018,75 to 84 years,Males,Alzheimer's disease,78.9
2018,75 to 84 years,Males,Diseases of heart,907.5
2018,75 to 84 years,Males,Cerebrovascular diseases,212.1
2018,75 to 84 years,Males,Influenza and pneumonia,118.2
2018,75 to 84 years,Males,Chronic lower respiratory diseases,257.1
2018,75 to 84 years,Males,Chronic liver disease and cirrhosis,40.7
2018,75 to 84 years,Males,Accidents (unintentional injuries),137.8
2018,75 to 84 years,Males,Intentional self-harm (suicide),21.6
2018,75 to 84 years,Females,Malignant neoplasms,1007.4
2018,75 to 84 years,Females,Diabetes mellitus,79.9
2018,75 to 84 years,Females,Alzheimer's disease,93.3
2018,75 to 84 years,Females,Diseases of heart,531.3
2018,75 to 84 years,Females,Cerebrovascular diseases,190.3
2018,75 to 84 years,Females,Influenza and pneumonia,83.3
2018,75 to 84 years,Females,Chronic lower respiratory diseases,211.5
2018,75 to 84 years,Females,Chronic liver disease and cirrhosis,23.1
2018,75 to 84 years,Females,Accidents (unintentional injuries),96.6
2018,75 to 84 years,Females,Intentional self-harm (suicide),3.4
2018,85 and over,Both sexes,Malignant neoplasms,2075.2
2018,85 and over,Both sexes,Diabetes mellitus,257.6
2018,85 and over,Both sexes,Alzheimer's disease,541.7
2018,85 and over,Both sexes,Diseases of heart,3039.1
2018,85 and over,Both sexes,Cerebrovascular diseases,830.3
2018,85 and over,Both sexes,Influenza and pneumonia,624.2
2018,85 and over,Both sexes,Chronic lower respiratory diseases,559.8
2018,85 and over,Both sexes,Chronic liver disease and cirrhosis,28.6
2018,85 and over,Both sexes,Accidents (unintentional injuries),555.0
2018,85 and over,Both sexes,Intentional self-harm (suicide),11.4
2018,85 and over,Males,Malignant neoplasms,2840.5
2018,85 and over,Males,Diabetes mellitus,301.2
2018,85 and over,Males,Alzheimer's disease,427.7
2018,85 and over,Males,Diseases of heart,3465.4
2018,85 and over,Males,Cerebrovascular diseases,760.7
2018,85 and over,Males,Influenza and pneumonia,686.7
2018,85 and over,Males,Chronic lower respiratory diseases,724.0
2018,85 and over,Males,Chronic liver disease and cirrhosis,42.5
2018,85 and over,Males,Accidents (unintentional injuries),589.0
2018,85 and over,Males,Intentional self-harm (suicide),24.2
2018,85 and over,Females,Malignant neoplasms,1650.0
2018,85 and over,Females,Diabetes mellitus,233.4
2018,85 and over,Females,Alzheimer's disease,605.0
2018,85 and over,Females,Diseases of heart,2802.3
2018,85 and over,Females,Cerebrovascular diseases,869.0
2018,85 and over,Females,Influenza and pneumonia,589.5
2018,85 and over,Females,Chronic lower respiratory diseases,468.5
2018,85 and over,Females,Chronic liver disease and cirrhosis,20.9
2018,85 and over,Females,Accidents (unintentional injuries),536.1
2018,85 and over,Females,Intentional self-harm (suicide),4.2
2019,All ages,Both sexes,Malignant neoplasms,213.8
2019,All ages,Both sexes,Diabetes mellitus,18.6
2019,All ages,Both sexes,Alzheimer's disease,16.4
2019,All ages,Both sexes,Diseases of heart,142.0
2019,All ages,Both sexes,Cerebrovascular diseases,36.5
2019,All ages,Both sexes,Influenza and pneumonia,18.5
2019,All ages,Both sexes,Chronic lower respiratory diseases,34.3
2019,All ages,Both sexes,Chronic liver disease and cirrhosis,9.9
2019,All ages,Both sexes,Accidents (unintentional injuries),41.7
2019,All ages,Both sexes,Intentional self-harm (suicide),12.3
2019,All ages,Males,Malignant neoplasms,229.8
2019,All ages,Males,Diabetes mellitus,21.1
2019,All ages,Males,Alzheimer's disease,10.7
2019,All ages,Males,Diseases of heart,154.4
2019,All ages,Males,Cerebrovascular diseases,32.0
2019,All ages,Males,Influenza and pneumonia,17.6
2019,All ages,Males,Chronic lower respiratory diseases,34.2
2019,All ages,Males,Chronic liver disease and cirrhosis,12.8
2019,All ages,Males,Accidents (unintentional injuries),49.1
2019,All ages,Males,Intentional self-harm (suicide),18.7
2019,All ages,Females,Malignant neoplasms,198.0
2019,All ages,Females,Diabetes mellitus,16.2
2019,All ages,Females,Alzheimer's disease,22.1
2019,All ages,Females,Diseases of heart,129.7
2019,All ages,Females,Cerebrovascular diseases,40.9
2019,All ages,Females,Influenza and pneumonia,19.3
2019,All ages,Females,Chronic lower respiratory diseases,34.5
2019,All ages,Females,Chronic liver disease and cirrhosis,7.0
2019,All ages,Females,Accidents (unintentional injuries),34.4
2019,All ages,Females,Intentional self-harm (suicide),5.9
2019,1 to 14 years,Both sexes,Malignant neoplasms,2.0
2019,1 to 14 years,Both sexes,Diabetes mellitus,0.0
2019,1 to 14 years,Both sexes,Alzheimer's disease,0.0
2019,1 to 14 years,Both sexes,Diseases of heart,0.4
2019,1 to 14 years,Both sexes,Cerebrovascular diseases,0.2
2019,1 to 14 years,Both sexes,Influenza and pneumonia,0.3
2019,1 to 14 years,Both sexes,Chronic lower respiratory diseases,0.1
2019,1 to 14 years,Both sexes,Chronic liver disease and cirrhosis,0.0
2019,1 to 14 years,Both sexes,Accidents (unintentional injuries),2.3
2019,1 to 14 years,Both sexes,Intentional self-harm (suicide),0.9
2019,1 to 14 years,Males,Malignant neoplasms,2.5
2019,1 to 14 years,Males,Diabetes mellitus,0.0
2019,1 to 14 years,Males,Alzheimer's disease,0.0
2019,1 to 14 years,Males,Diseases of heart,0.3
2019,1 to 14 years,Males,Cerebrovascular diseases,0.3
2019,1 to 14 years,Males,Influenza and pneumonia,0.3
2019,1 to 14 years,Males,Chronic lower respiratory diseases,0.1
2019,1 to 14 years,Males,Chronic liver disease and cirrhosis,0.0
2019,1 to 14 years,Males,Accidents (unintentional injuries),2.7
2019,1 to 14 years,Males,Intentional self-harm (suicide),1.5
2019,1 to 14 years,Females,Malignant neoplasms,1.5
2019,1 to 14 years,Females,Diabetes mellitus,0.0
2019,1 to 14 years,Females,Alzheimer's disease,0.0
2019,1 to 14 years,Females,Diseases of heart,0.5
2019,1 to 14 years,Females,Cerebrovascular diseases,0.1
2019,1 to 14 years,Females,Influenza and pneumonia,0.4
2019,1 to 14 years,Females,Chronic lower respiratory diseases,0.1
2019,1 to 14 years,Females,Chronic liver disease and cirrhosis,0.0
2019,1 to 14 years,Females,Accidents (unintentional injuries),1.9
2019,1 to 14 years,Females,Intentional self-harm (suicide),1.1
2019,15 to 24,Both sexes,Malignant neoplasms,3.2
2019,15 to 24,Both sexes,Diabetes mellitus,0.3
2019,15 to 24,Both sexes,Alzheimer's disease,0.0
2019,15 to 24,Both sexes,Diseases of heart,1.2
2019,15 to 24,Both sexes,Cerebrovascular diseases,0.2
2019,15 to 24,Both sexes,Influenza and pneumonia,0.2
2019,15 to 24,Both sexes,Chronic lower respiratory diseases,0.1
2019,15 to 24,Both sexes,Chronic liver disease and cirrhosis,0.1
2019,15 to 24,Both sexes,Accidents (unintentional injuries),17.1
2019,15 to 24,Both sexes,Intentional self-harm (suicide),12.6
2019,15 to 24,Males,Malignant neoplasms,3.6
2019,15 to 24,Males,Diabetes mellitus,0.4
2019,15 to 24,Males,Alzheimer's disease,0.0
2019,15 to 24,Males,Diseases of heart,1.5
2019,15 to 24,Males,Cerebrovascular diseases,0.2
2019,15 to 24,Males,Influenza and pneumonia,0.3
2019,15 to 24,Males,Chronic lower respiratory diseases,0.1
2019,15 to 24,Males,Chronic liver disease and cirrhosis,0.0
2019,15 to 24,Males,Accidents (unintentional injuries),23.6
2019,15 to 24,Males,Intentional self-harm (suicide),17.2
2019,15 to 24,Females,Malignant neoplasms,2.8
2019,15 to 24,Females,Diabetes mellitus,0.3
2019,15 to 24,Females,Alzheimer's disease,0.0
2019,15 to 24,Females,Diseases of heart,1.0
2019,15 to 24,Females,Cerebrovascular diseases,0.2
2019,15 to 24,Females,Influenza and pneumonia,0.2
2019,15 to 24,Females,Chronic lower respiratory diseases,0.2
2019,15 to 24,Females,Chronic liver disease and cirrhosis,0.2
2019,15 to 24,Females,Accidents (unintentional injuries),10.2
2019,15 to 24,Females,Intentional self-harm (suicide),7.6
2019,25 to 34 years,Both sexes,Malignant neoplasms,6.9
2019,25 to 34 years,Both sexes,Diabetes mellitus,1.0
2019,25 to 34 years,Both sexes,Alzheimer's disease,0.0
2019,25 to 34 years,Both sexes,Diseases of heart,2.6
2019,25 to 34 years,Both sexes,Cerebrovascular diseases,0.9
2019,25 to 34 years,Both sexes,Influenza and pneumonia,0.7
2019,25 to 34 years,Both sexes,Chronic lower respiratory diseases,0.2
2019,25 to 34 years,Both sexes,Chronic liver disease and cirrhosis,1.0
2019,25 to 34 years,Both sexes,Accidents (unintentional injuries),28.1
2019,25 to 34 years,Both sexes,Intentional self-harm (suicide),14.6
2019,25 to 34 years,Males,Malignant neoplasms,7.3
2019,25 to 34 years,Males,Diabetes mellitus,1.2
2019,25 to 34 years,Males,Alzheimer's disease,0.0
2019,25 to 34 years,Males,Diseases of heart,3.2
2019,25 to 34 years,Males,Cerebrovascular diseases,0.9
2019,25 to 34 years,Males,Influenza and pneumonia,0.7
2019,25 to 34 years,Males,Chronic lower respiratory diseases,0.3
2019,25 to 34 years,Males,Chronic liver disease and cirrhosis,1.1
2019,25 to 34 years,Males,Accidents (unintentional injuries),40.7
2019,25 to 34 years,Males,Intentional self-harm (suicide),22.1
2019,25 to 34 years,Females,Malignant neoplasms,6.4
2019,25 to 34 years,Females,Diabetes mellitus,0.7
2019,25 to 34 years,Females,Alzheimer's disease,0.0
2019,25 to 34 years,Females,Diseases of heart,1.9
2019,25 to 34 years,Females,Cerebrovascular diseases,0.9
2019,25 to 34 years,Females,Influenza and pneumonia,0.6
2019,25 to 34 years,Females,Chronic lower respiratory diseases,0.2
2019,25 to 34 years,Females,Chronic liver disease and cirrhosis,0.9
2019,25 to 34 years,Females,Accidents (unintentional injuries),14.9
2019,25 to 34 years,Females,Intentional self-harm (suicide),6.9
2019,35 to 44 years,Both sexes,Malignant neoplasms,22.0
2019,35 to 44 years,Both sexes,Diabetes mellitus,2.4
2019,35 to 44 years,Both sexes,Alzheimer's disease,0.0
2019,35 to 44 years,Both sexes,Diseases of heart,9.7
2019,35 to 44 years,Both sexes,Cerebrovascular diseases,2.0
2019,35 to 44 years,Both sexes,Influenza and pneumonia,1.5
2019,35 to 44 years,Both sexes,Chronic lower respiratory diseases,0.4
2019,35 to 44 years,Both sexes,Chronic liver disease and cirrhosis,3.3
2019,35 to 44 years,Both sexes,Accidents (unintentional injuries),28.5
2019,35 to 44 years,Both sexes,Intentional self-harm (suicide),14.8
2019,35 to 44 years,Males,Malignant neoplasms,18.8
2019,35 to 44 years,Males,Diabetes mellitus,3.1
2019,35 to 44 years,Males,Alzheimer's disease,0.0
2019,35 to 44 years,Males,Diseases of heart,14.3
2019,35 to 44 years,Males,Cerebrovascular diseases,2.2
2019,35 to 44 years,Males,Influenza and pneumonia,1.9
2019,35 to 44 years,Males,Chronic lower respiratory diseases,0.2
2019,35 to 44 years,Males,Chronic liver disease and cirrhosis,4.2
2019,35 to 44 years,Males,Accidents (unintentional injuries),42.8
2019,35 to 44 years,Males,Intentional self-harm (suicide),22.8
2019,35 to 44 years,Females,Malignant neoplasms,25.2
2019,35 to 44 years,Females,Diabetes mellitus,1.8
2019,35 to 44 years,Females,Alzheimer's disease,0.0
2019,35 to 44 years,Females,Diseases of heart,5.1
2019,35 to 44 years,Females,Cerebrovascular diseases,1.9
2019,35 to 44 years,Females,Influenza and pneumonia,1.1
2019,35 to 44 years,Females,Chronic lower respiratory diseases,0.6
2019,35 to 44 years,Females,Chronic liver disease and cirrhosis,2.5
2019,35 to 44 years,Females,Accidents (unintentional injuries),14.2
2019,35 to 44 years,Females,Intentional self-harm (suicide),6.9
2019,45 to 54 years,Both sexes,Malignant neoplasms,75.6
2019,45 to 54 years,Both sexes,Diabetes mellitus,6.5
2019,45 to 54 years,Both sexes,Alzheimer's disease,0.2
2019,45 to 54 years,Both sexes,Diseases of heart,34.3
2019,45 to 54 years,Both sexes,Cerebrovascular diseases,6.6
2019,45 to 54 years,Both sexes,Influenza and pneumonia,3.6
2019,45 to 54 years,Both sexes,Chronic lower respiratory diseases,3.1
2019,45 to 54 years,Both sexes,Chronic liver disease and cirrhosis,9.9
2019,45 to 54 years,Both sexes,Accidents (unintentional injuries),30.3
2019,45 to 54 years,Both sexes,Intentional self-harm (suicide),17.1
2019,45 to 54 years,Males,Malignant neoplasms,72.1
2019,45 to 54 years,Males,Diabetes mellitus,8.7
2019,45 to 54 years,Males,Alzheimer's disease,0.2
2019,45 to 54 years,Males,Diseases of heart,52.1
2019,45 to 54 years,Males,Cerebrovascular diseases,7.2
2019,45 to 54 years,Males,Influenza and pneumonia,4.3
2019,45 to 54 years,Males,Chronic lower respiratory diseases,3.3
2019,45 to 54 years,Males,Chronic liver disease and cirrhosis,12.8
2019,45 to 54 years,Males,Accidents (unintentional injuries),42.7
2019,45 to 54 years,Males,Intentional self-harm (suicide),26.1
2019,45 to 54 years,Females,Malignant neoplasms,79.1
2019,45 to 54 years,Females,Diabetes mellitus,4.3
2019,45 to 54 years,Females,Alzheimer's disease,0.2
2019,45 to 54 years,Females,Diseases of heart,16.6
2019,45 to 54 years,Females,Cerebrovascular diseases,6.0
2019,45 to 54 years,Females,Influenza and pneumonia,2.9
2019,45 to 54 years,Females,Chronic lower respiratory diseases,2.8
2019,45 to 54 years,Females,Chronic liver disease and cirrhosis,7.1
2019,45 to 54 years,Females,Accidents (unintentional injuries),18.1
2019,45 to 54 years,Females,Intentional self-harm (suicide),8.3
2019,55 to 64 years,Both sexes,Malignant neoplasms,241.2
2019,55 to 64 years,Both sexes,Diabetes mellitus,16.8
2019,55 to 64 years,Both sexes,Alzheimer's disease,1.3
2019,55 to 64 years,Both sexes,Diseases of heart,94.3
2019,55 to 64 years,Both sexes,Cerebrovascular diseases,16.0
2019,55 to 64 years,Both sexes,Influenza and pneumonia,8.5
2019,55 to 64 years,Both sexes,Chronic lower respiratory diseases,20.6
2019,55 to 64 years,Both sexes,Chronic liver disease and cirrhosis,19.7
2019,55 to 64 years,Both sexes,Accidents (unintentional injuries),32.3
2019,55 to 64 years,Both sexes,Intentional self-harm (suicide),17.2
2019,55 to 64 years,Males,Malignant neoplasms,259.0
2019,55 to 64 years,Males,Diabetes mellitus,22.3
2019,55 to 64 years,Males,Alzheimer's disease,1.0
2019,55 to 64 years,Males,Diseases of heart,142.0
2019,55 to 64 years,Males,Cerebrovascular diseases,18.4
2019,55 to 64 years,Males,Influenza and pneumonia,9.9
2019,55 to 64 years,Males,Chronic lower respiratory diseases,22.4
2019,55 to 64 years,Males,Chronic liver disease and cirrhosis,26.8
2019,55 to 64 years,Males,Accidents (unintentional injuries),47.6
2019,55 to 64 years,Males,Intentional self-harm (suicide),26.5
2019,55 to 64 years,Females,Malignant neoplasms,223.7
2019,55 to 64 years,Females,Diabetes mellitus,11.3
2019,55 to 64 years,Females,Alzheimer's disease,1.7
2019,55 to 64 years,Females,Diseases of heart,47.6
