Year,data.Age at time of death,data.Sex,data.Leading causes of death (ICD-10),Value
2019,data.75 to 84 years,data.Both sexes,data.Malignant neoplasms [C00-C97],1181.6
2019,data.75 to 84 years,data.Both sexes,data.Diabetes mellitus [E10-E14],97.3
2019,data.75 to 84 years,data.Both sexes,data.Alzheimer's disease [G30],81.2
2019,data.75 to 84 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",671.2
2019,data.75 to 84 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],187.2
2019,data.75 to 84 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],78.1
2019,data.75 to 84 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],221.7
2019,data.75 to 84 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",32.9
2019,data.75 to 84 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",116.9
2019,data.75 to 84 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",10.4
2019,data.75 to 84 years,data.Males,data.Malignant neoplasms [C00-C97],1429.7
2019,data.75 to 84 years,data.Males,data.Diabetes mellitus [E10-E14],122.8
2019,data.75 to 84 years,data.Males,data.Alzheimer's disease [G30],71.3
2019,data.75 to 84 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",865.0
2019,data.75 to 84 years,data.Males,data.Cerebrovascular diseases [I60-I69],208.4
2019,data.75 to 84 years,data.Males,data.Influenza and pneumonia [J09-J18],92.7
2019,data.75 to 84 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],240.8
2019,data.75 to 84 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",45.4
2019,data.75 to 84 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",140.7
2019,data.75 to 84 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",18.0
2019,data.75 to 84 years,data.Females,data.Malignant neoplasms [C00-C97],974.0
2019,data.75 to 84 years,data.Females,data.Diabetes mellitus [E10-E14],76.0
2019,data.75 to 84 years,data.Females,data.Alzheimer's disease [G30],89.5
2019,data.75 to 84 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",508.9
2019,data.75 to 84 years,data.Females,data.Cerebrovascular diseases [I60-I69],169.4
2019,data.75 to 84 years,data.Females,data.Influenza and pneumonia [J09-J18],65.9
2019,data.75 to 84 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],205.6
2019,data.75 to 84 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",22.4
2019,data.75 to 84 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",97.0
2019,data.75 to 84 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",4.0
2019,data.85 and over,data.Both sexes,data.Malignant neoplasms [C00-C97],2090.2
2019,data.85 and over,data.Both sexes,data.Diabetes mellitus [E10-E14],259.3
2019,data.85 and over,data.Both sexes,data.Alzheimer's disease [G30],505.6
2019,data.85 and over,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",2910.9
2019,data.85 and over,data.Both sexes,data.Cerebrovascular diseases [I60-I69],821.0
2019,data.85 and over,data.Both sexes,data.Influenza and pneumonia [J09-J18],463.6
2019,data.85 and over,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],540.0
2019,data.85 and over,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",28.7
2019,data.85 and over,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",593.1
2019,data.85 and over,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",11.7
2019,data.85 and over,data.Males,data.Malignant neoplasms [C00-C97],2886.8
2019,data.85 and over,data.Males,data.Diabetes mellitus [E10-E14],320.3
2019,data.85 and over,data.Males,data.Alzheimer's disease [G30],400.1
2019,data.85 and over,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",3266.4
2019,data.85 and over,data.Males,data.Cerebrovascular diseases [I60-I69],768.6
2019,data.85 and over,data.Males,data.Influenza and pneumonia [J09-J18],521.1
2019,data.85 and over,data.Males,data.Chronic lower respiratory diseases [J40-J47],684.8
2019,data.85 and over,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",39.6
2019,data.85 and over,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",640.2
2019,data.85 and over,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",28.2
2019,data.85 and over,data.Females,data.Malignant neoplasms [C00-C97],1641.2
2019,data.85 and over,data.Females,data.Diabetes mellitus [E10-E14],224.9
2019,data.85 and over,data.Females,data.Alzheimer's disease [G30],565.0
2019,data.85 and over,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",2710.5
2019,data.85 and over,data.Females,data.Cerebrovascular diseases [I60-I69],850.5
2019,data.85 and over,data.Females,data.Influenza and pneumonia [J09-J18],431.2
2019,data.85 and over,data.Females,data.Chronic lower respiratory diseases [J40-J47],458.4
2019,data.85 and over,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",22.5
2019,data.85 and over,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",566.5
2019,data.85 and over,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",2.5
2020,data.All ages,data.Both sexes,data.Malignant neoplasms [C00-C97],214.0
2020,data.All ages,data.Both sexes,data.Diabetes mellitus [E10-E14],20.2
2020,data.All ages,data.Both sexes,data.Alzheimer's disease [G30],15.2
2020,data.All ages,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",143.7
2020,data.All ages,data.Both sexes,data.Cerebrovascular diseases [I60-I69],36.3
2020,data.All ages,data.Both sexes,data.Influenza and pneumonia [J09-J18],15.9
2020,data.All ages,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],31.3
2020,data.All ages,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",11.1
2020,data.All ages,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",48.7
2020,data.All ages,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",11.3
2020,data.All ages,data.Males,data.Malignant neoplasms [C00-C97],227.6
2020,data.All ages,data.Males,data.Diabetes mellitus [E10-E14],22.8
2020,data.All ages,data.Males,data.Alzheimer's disease [G30],10.2
2020,data.All ages,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",158.4
2020,data.All ages,data.Males,data.Cerebrovascular diseases [I60-I69],32.3
2020,data.All ages,data.Males,data.Influenza and pneumonia [J09-J18],15.9
2020,data.All ages,data.Males,data.Chronic lower respiratory diseases [J40-J47],31.9
2020,data.All ages,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",14.3
2020,data.All ages,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",60.5
2020,data.All ages,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",16.9
2020,data.All ages,data.Females,data.Malignant neoplasms [C00-C97],200.5
2020,data.All ages,data.Females,data.Diabetes mellitus [E10-E14],17.6
2020,data.All ages,data.Females,data.Alzheimer's disease [G30],20.2
2020,data.All ages,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",129.2
2020,data.All ages,data.Females,data.Cerebrovascular diseases [I60-I69],40.2
2020,data.All ages,data.Females,data.Influenza and pneumonia [J09-J18],15.9
2020,data.All ages,data.Females,data.Chronic lower respiratory diseases [J40-J47],30.7
2020,data.All ages,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",7.9
2020,data.All ages,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",37.0
2020,data.All ages,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",5.7
2020,data.1 to 14 years,data.Both sexes,data.Malignant neoplasms [C00-C97],2.0
2020,data.1 to 14 years,data.Both sexes,data.Diabetes mellitus [E10-E14],0.3
2020,data.1 to 14 years,data.Both sexes,data.Alzheimer's disease [G30],0.0
2020,data.1 to 14 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",0.2
2020,data.1 to 14 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],0.2
2020,data.1 to 14 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],0.3
2020,data.1 to 14 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],0.1
2020,data.1 to 14 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.0
2020,data.1 to 14 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",2.7
2020,data.1 to 14 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",0.9
2020,data.1 to 14 years,data.Males,data.Malignant neoplasms [C00-C97],2.0
2020,data.1 to 14 years,data.Males,data.Diabetes mellitus [E10-E14],0.1
2020,data.1 to 14 years,data.Males,data.Alzheimer's disease [G30],0.0
2020,data.1 to 14 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",0.3
2020,data.1 to 14 years,data.Males,data.Cerebrovascular diseases [I60-I69],0.2
2020,data.1 to 14 years,data.Males,data.Influenza and pneumonia [J09-J18],0.2
2020,data.1 to 14 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],0.2
2020,data.1 to 14 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.0
2020,data.1 to 14 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",3.5
2020,data.1 to 14 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",0.9
2020,data.1 to 14 years,data.Females,data.Malignant neoplasms [C00-C97],2.0
2020,data.1 to 14 years,data.Females,data.Diabetes mellitus [E10-E14],0.5
2020,data.1 to 14 years,data.Females,data.Alzheimer's disease [G30],0.0
2020,data.1 to 14 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",0.3
2020,data.1 to 14 years,data.Females,data.Cerebrovascular diseases [I60-I69],0.2
2020,data.1 to 14 years,data.Females,data.Influenza and pneumonia [J09-J18],0.4
2020,data.1 to 14 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.1
2020,data.1 to 14 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.0
2020,data.1 to 14 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1.9
2020,data.1 to 14 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",2.0
2020,data.15 to 24,data.Both sexes,data.Malignant neoplasms [C00-C97],2.9
2020,data.15 to 24,data.Both sexes,data.Diabetes mellitus [E10-E14],0.4
2020,data.15 to 24,data.Both sexes,data.Alzheimer's disease [G30],0.0
2020,data.15 to 24,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",1.0
2020,data.15 to 24,data.Both sexes,data.Cerebrovascular diseases [I60-I69],0.3
2020,data.15 to 24,data.Both sexes,data.Influenza and pneumonia [J09-J18],0.3
2020,data.15 to 24,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],0.2
2020,data.15 to 24,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.2
2020,data.15 to 24,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",20.8
2020,data.15 to 24,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",11.3
2020,data.15 to 24,data.Males,data.Malignant neoplasms [C00-C97],3.5
2020,data.15 to 24,data.Males,data.Diabetes mellitus [E10-E14],0.4
2020,data.15 to 24,data.Males,data.Alzheimer's disease [G30],0.0
2020,data.15 to 24,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",1.3
2020,data.15 to 24,data.Males,data.Cerebrovascular diseases [I60-I69],0.3
2020,data.15 to 24,data.Males,data.Influenza and pneumonia [J09-J18],0.4
2020,data.15 to 24,data.Males,data.Chronic lower respiratory diseases [J40-J47],0.3
2020,data.15 to 24,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.1
2020,data.15 to 24,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",28.5
2020,data.15 to 24,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",15.0
2020,data.15 to 24,data.Females,data.Malignant neoplasms [C00-C97],2.4
2020,data.15 to 24,data.Females,data.Diabetes mellitus [E10-E14],0.3
2020,data.15 to 24,data.Females,data.Alzheimer's disease [G30],0.0
2020,data.15 to 24,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",0.7
2020,data.15 to 24,data.Females,data.Cerebrovascular diseases [I60-I69],0.4
2020,data.15 to 24,data.Females,data.Influenza and pneumonia [J09-J18],0.2
2020,data.15 to 24,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.3
2020,data.15 to 24,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",0.3
2020,data.15 to 24,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",12.5
2020,data.15 to 24,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",7.4
2020,data.25 to 34 years,data.Both sexes,data.Malignant neoplasms [C00-C97],6.1
2020,data.25 to 34 years,data.Both sexes,data.Diabetes mellitus [E10-E14],1.3
2020,data.25 to 34 years,data.Both sexes,data.Alzheimer's disease [G30],0.0
2020,data.25 to 34 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",3.3
2020,data.25 to 34 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],0.7
2020,data.25 to 34 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],0.7
2020,data.25 to 34 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],0.2
2020,data.25 to 34 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",1.6
2020,data.25 to 34 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",39.7
2020,data.25 to 34 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",14.2
2020,data.25 to 34 years,data.Males,data.Malignant neoplasms [C00-C97],5.8
2020,data.25 to 34 years,data.Males,data.Diabetes mellitus [E10-E14],1.2
2020,data.25 to 34 years,data.Males,data.Alzheimer's disease [G30],0.0
2020,data.25 to 34 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",4.1
2020,data.25 to 34 years,data.Males,data.Cerebrovascular diseases [I60-I69],0.8
2020,data.25 to 34 years,data.Males,data.Influenza and pneumonia [J09-J18],0.9
2020,data.25 to 34 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],0.3
2020,data.25 to 34 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",2.1
2020,data.25 to 34 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",58.8
2020,data.25 to 34 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",20.5
2020,data.25 to 34 years,data.Females,data.Malignant neoplasms [C00-C97],6.4
2020,data.25 to 34 years,data.Females,data.Diabetes mellitus [E10-E14],1.4
2020,data.25 to 34 years,data.Females,data.Alzheimer's disease [G30],0.0
2020,data.25 to 34 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",2.5
2020,data.25 to 34 years,data.Females,data.Cerebrovascular diseases [I60-I69],0.7
2020,data.25 to 34 years,data.Females,data.Influenza and pneumonia [J09-J18],0.4
2020,data.25 to 34 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.2
2020,data.25 to 34 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",1.1
2020,data.25 to 34 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",19.7
2020,data.25 to 34 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",7.6
2020,data.35 to 44 years,data.Both sexes,data.Malignant neoplasms [C00-C97],22.2
2020,data.35 to 44 years,data.Both sexes,data.Diabetes mellitus [E10-E14],2.7
2020,data.35 to 44 years,data.Both sexes,data.Alzheimer's disease [G30],0.1
2020,data.35 to 44 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",10.1
2020,data.35 to 44 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],2.0
2020,data.35 to 44 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],1.4
2020,data.35 to 44 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],0.6
2020,data.35 to 44 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",5.5
2020,data.35 to 44 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",41.6
2020,data.35 to 44 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",14.2
2020,data.35 to 44 years,data.Males,data.Malignant neoplasms [C00-C97],18.8
2020,data.35 to 44 years,data.Males,data.Diabetes mellitus [E10-E14],3.7
2020,data.35 to 44 years,data.Males,data.Alzheimer's disease [G30],0.1
2020,data.35 to 44 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",15.1
2020,data.35 to 44 years,data.Males,data.Cerebrovascular diseases [I60-I69],1.6
2020,data.35 to 44 years,data.Males,data.Influenza and pneumonia [J09-J18],1.8
2020,data.35 to 44 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],0.7
2020,data.35 to 44 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",6.0
2020,data.35 to 44 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",63.4
2020,data.35 to 44 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",21.4
2020,data.35 to 44 years,data.Females,data.Malignant neoplasms [C00-C97],25.5
2020,data.35 to 44 years,data.Females,data.Diabetes mellitus [E10-E14],1.8
2020,data.35 to 44 years,data.Females,data.Alzheimer's disease [G30],0.1
2020,data.35 to 44 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",5.1
2020,data.35 to 44 years,data.Females,data.Cerebrovascular diseases [I60-I69],2.4
2020,data.35 to 44 years,data.Females,data.Influenza and pneumonia [J09-J18],1.0
2020,data.35 to 44 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],0.5
2020,data.35 to 44 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",5.0
2020,data.35 to 44 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",19.7
2020,data.35 to 44 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",7.0
2020,data.45 to 54 years,data.Both sexes,data.Malignant neoplasms [C00-C97],71.9
2020,data.45 to 54 years,data.Both sexes,data.Diabetes mellitus [E10-E14],6.9
2020,data.45 to 54 years,data.Both sexes,data.Alzheimer's disease [G30],0.1
2020,data.45 to 54 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",36.6
2020,data.45 to 54 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],6.7
2020,data.45 to 54 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],3.3
2020,data.45 to 54 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],2.9
2020,data.45 to 54 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",13.1
2020,data.45 to 54 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",41.1
2020,data.45 to 54 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",14.9
2020,data.45 to 54 years,data.Males,data.Malignant neoplasms [C00-C97],66.0
2020,data.45 to 54 years,data.Males,data.Diabetes mellitus [E10-E14],9.6
2020,data.45 to 54 years,data.Males,data.Alzheimer's disease [G30],0.3
2020,data.45 to 54 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",54.6
2020,data.45 to 54 years,data.Males,data.Cerebrovascular diseases [I60-I69],7.5
2020,data.45 to 54 years,data.Males,data.Influenza and pneumonia [J09-J18],4.1
2020,data.45 to 54 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],3.5
2020,data.45 to 54 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",17.5
2020,data.45 to 54 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",63.5
2020,data.45 to 54 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",22.1
2020,data.45 to 54 years,data.Females,data.Malignant neoplasms [C00-C97],77.8
2020,data.45 to 54 years,data.Females,data.Diabetes mellitus [E10-E14],4.3
2020,data.45 to 54 years,data.Females,data.Alzheimer's disease [G30],0.1
2020,data.45 to 54 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",19.0
2020,data.45 to 54 years,data.Females,data.Cerebrovascular diseases [I60-I69],5.9
2020,data.45 to 54 years,data.Females,data.Influenza and pneumonia [J09-J18],2.4
2020,data.45 to 54 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],2.4
2020,data.45 to 54 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",8.8
2020,data.45 to 54 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",19.1
2020,data.45 to 54 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",7.9
2020,data.55 to 64 years,data.Both sexes,data.Malignant neoplasms [C00-C97],239.5
2020,data.55 to 64 years,data.Both sexes,data.Diabetes mellitus [E10-E14],18.2
2020,data.55 to 64 years,data.Both sexes,data.Alzheimer's disease [G30],1.1
2020,data.55 to 64 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",103.4
2020,data.55 to 64 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],17.2
2020,data.55 to 64 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],6.7
2020,data.55 to 64 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],19.3
2020,data.55 to 64 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",21.8
2020,data.55 to 64 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",39.3
2020,data.55 to 64 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",15.0
2020,data.55 to 64 years,data.Males,data.Malignant neoplasms [C00-C97],249.1
2020,data.55 to 64 years,data.Males,data.Diabetes mellitus [E10-E14],24.1
2020,data.55 to 64 years,data.Males,data.Alzheimer's disease [G30],0.9
2020,data.55 to 64 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",156.2
2020,data.55 to 64 years,data.Males,data.Cerebrovascular diseases [I60-I69],20.3
2020,data.55 to 64 years,data.Males,data.Influenza and pneumonia [J09-J18],8.1
2020,data.55 to 64 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],22.0
2020,data.55 to 64 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",28.7
2020,data.55 to 64 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",60.8
2020,data.55 to 64 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",23.7
2020,data.55 to 64 years,data.Females,data.Malignant neoplasms [C00-C97],230.1
2020,data.55 to 64 years,data.Females,data.Diabetes mellitus [E10-E14],12.5
2020,data.55 to 64 years,data.Females,data.Alzheimer's disease [G30],1.3
2020,data.55 to 64 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",51.5
2020,data.55 to 64 years,data.Females,data.Cerebrovascular diseases [I60-I69],14.2
2020,data.55 to 64 years,data.Females,data.Influenza and pneumonia [J09-J18],5.4
2020,data.55 to 64 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],16.5
2020,data.55 to 64 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",15.0
2020,data.55 to 64 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",18.1
2020,data.55 to 64 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",6.5
2020,data.65 to 74 years,data.Both sexes,data.Malignant neoplasms [C00-C97],567.9
2020,data.65 to 74 years,data.Both sexes,data.Diabetes mellitus [E10-E14],41.5
2020,data.65 to 74 years,data.Both sexes,data.Alzheimer's disease [G30],9.1
2020,data.65 to 74 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",237.8
2020,data.65 to 74 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],50.5
2020,data.65 to 74 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],19.1
2020,data.65 to 74 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],70.1
2020,data.65 to 74 years,data.Both sexes,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",29.5
2020,data.65 to 74 years,data.Both sexes,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",40.2
2020,data.65 to 74 years,data.Both sexes,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",10.4
2020,data.65 to 74 years,data.Males,data.Malignant neoplasms [C00-C97],654.6
2020,data.65 to 74 years,data.Males,data.Diabetes mellitus [E10-E14],55.3
2020,data.65 to 74 years,data.Males,data.Alzheimer's disease [G30],9.0
2020,data.65 to 74 years,data.Males,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",334.1
2020,data.65 to 74 years,data.Males,data.Cerebrovascular diseases [I60-I69],59.5
2020,data.65 to 74 years,data.Males,data.Influenza and pneumonia [J09-J18],23.8
2020,data.65 to 74 years,data.Males,data.Chronic lower respiratory diseases [J40-J47],78.7
2020,data.65 to 74 years,data.Males,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",42.3
2020,data.65 to 74 years,data.Males,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",53.8
2020,data.65 to 74 years,data.Males,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",16.6
2020,data.65 to 74 years,data.Females,data.Malignant neoplasms [C00-C97],487.0
2020,data.65 to 74 years,data.Females,data.Diabetes mellitus [E10-E14],28.6
2020,data.65 to 74 years,data.Females,data.Alzheimer's disease [G30],9.1
2020,data.65 to 74 years,data.Females,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",148.0
2020,data.65 to 74 years,data.Females,data.Cerebrovascular diseases [I60-I69],42.0
2020,data.65 to 74 years,data.Females,data.Influenza and pneumonia [J09-J18],14.7
2020,data.65 to 74 years,data.Females,data.Chronic lower respiratory diseases [J40-J47],62.0
2020,data.65 to 74 years,data.Females,"data.Chronic liver disease and cirrhosis [K70, K73-K74]",17.6
2020,data.65 to 74 years,data.Females,"data.Accidents (unintentional injuries) [V01-X59, Y85-Y86]",27.5
2020,data.65 to 74 years,data.Females,"data.Intentional self-harm (suicide) [X60-X84, Y87.0]",4.6
2020,data.75 to 84 years,data.Both sexes,data.Malignant neoplasms [C00-C97],1160.8
2020,data.75 to 84 years,data.Both sexes,data.Diabetes mellitus [E10-E14],107.6
2020,data.75 to 84 years,data.Both sexes,data.Alzheimer's disease [G30],70.4
2020,data.75 to 84 years,data.Both sexes,"data.Diseases of heart [I00-I09, I11, I13, I20-I51]",653.1
2020,data.75 to 84 years,data.Both sexes,data.Cerebrovascular diseases [I60-I69],188.5
2020,data.75 to 84 years,data.Both sexes,data.Influenza and pneumonia [J09-J18],67.0
2020,data.75 to 84 years,data.Both sexes,data.Chronic lower respiratory diseases [J40-J47],193.0
